*RuneName	Name	complete	firstLadderSeason	lastLadderSeason	*Patch Release	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*RunesUsed	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	*eol
Holy Thunder	Runeword54	1			109	scep									Eth Ral Ort Tal	jew	r05	r08	r09	r07		dmg%		60	60	dmg-ltng		20	60	dmg-max		10	10	res-ltng		60	60	res-ltng-max		5	5	skill	Holy Shock	3	3	charged	Chain Lightning	60	7	0
Holy Thunder	Runeword54	1			109	scep									Eth Ral Ort Tal	jew	jew	r05	r08	r09	r07	dmg%		60	60	dmg-ltng		20	60	dmg-max		10	10	res-ltng		60	60	res-ltng-max		5	5	skill	Holy Shock	3	3	charged	Chain Lightning	60	7	0
Honor	Runeword55	1			109	mele									Amn El IthTir Sol	r11	r01	r06	r03	r12		dmg%		160	160	regen		10	10	allskills		1	1	att		200	200	deadly		25	25	str		10	10					0
Honor	Runeword55	1			109	mele									Amn El IthTir Sol	jew	r11	r01	r06	r03	r12	dmg%		160	160	regen		10	10	allskills		1	1	att		200	200	deadly		25	25	str		10	10					0
Humility	Runeword57	1			New to Modv1.0	orb	shld								El Tir	r01	r03					hp%		5	10	mana		60	60	block		-10	-10	ac		40	40	extra-elem		5	5	res-all		-5	5					0
Humility	Runeword57	1			New to Modv1.0	orb	shld								El Tir	jew	r01	r03				hp%		5	10	mana		60	60	block		-10	-10	ac		40	40	extra-elem		5	5	res-all		-5	5					0
Humility	Runeword57	1			New to Modv1.0	orb	shld								El Tir	jew	jew	r01	r03			hp%		5	10	mana		60	60	block		-10	-10	ac		40	40	extra-elem		5	5	res-all		-5	5					0
Hunger	Runeword58	1			New to Modv1.0	pelt									Ral Thul Pul	r08	r10	r21				ac%		100	125	skill	Werewolf	1	4	skill	Feral Rage	4	7	swing		20	20	str%		5	5	att%		10	20	dualsteal		5	5	0
Ice	Runeword59	1			Previously Ladder Only	miss									Amn Shael Jah Lo	r11	r13	r31	r28			dmg%		140	210	aura	Holy Freeze	18	18	extra-cold		25	30	hit-skill	CTC_IceBolt	25	22	levelup-skill	CTC_Blizzard	100	40	pierce-cold		20	20	gold%/lvl	25			0
Ice	Runeword59	1			Previously Ladder Only	miss									Amn Shael Jah Lo	jew	r11	r13	r31	r28		dmg%		140	210	aura	Holy Freeze	18	18	extra-cold		25	30	hit-skill	CTC_IceBolt	25	22	levelup-skill	CTC_Blizzard	100	40	pierce-cold		20	20	gold%/lvl	25			0
Ice	Runeword59	1			Previously Ladder Only	miss									Amn Shael Jah Lo	jew	jew	r11	r13	r31	r28	dmg%		140	210	aura	Holy Freeze	18	18	extra-cold		25	30	hit-skill	CTC_IceBolt	25	22	levelup-skill	CTC_Blizzard	100	40	pierce-cold		20	20	gold%/lvl	25			0
Infinity	Runeword60	1			Previously Ladder Only	pole									Ber Mal Ber Ist	r30	r23	r30	r24			dmg%		255	325	move		35	35	hp/lvl	8			aura	Conviction	7	9	kill-skill	CTC_ChainLightning	50	20	pierce-ltng		45	55	oskill	Cyclone Armor	3	5	0
Infinity	Runeword60	1			Previously Ladder Only	pole									Ber Mal Ber Ist	jew	r30	r23	r30	r24		dmg%		255	325	move		35	35	hp/lvl	8			aura	Conviction	7	9	kill-skill	CTC_ChainLightning	50	20	pierce-ltng		45	55	oskill	Cyclone Armor	3	5	0
Infinity	Runeword60	1			Previously Ladder Only	pole									Ber Mal Ber Ist	jew	jew	r30	r23	r30	r24	dmg%		255	325	move		35	35	hp/lvl	8			aura	Conviction	7	9	kill-skill	CTC_ChainLightning	50	20	pierce-ltng		45	55	oskill	Cyclone Armor	3	5	0
Innocence	Runeword61	1			New to Modv1.0	head									Ral Fal	r08	r19					skill	Raise Skeleton	2	5	dual%		3	5	skill	Clay Golem	1	1	res-all		5	5	ac		50	50	demon-heal		5	5	gethit-skill	CTC_Nova	10	2	0
Innocence	Runeword61	1			New to Modv1.0	head									Ral Fal	jew	r08	r19				skill	Raise Skeleton	2	5	dual%		3	5	skill	Clay Golem	1	1	res-all		5	5	ac		50	50	demon-heal		5	5	gethit-skill	CTC_Nova	10	2	0
Innocence	Runeword61	1			New to Modv1.0	head									Ral Fal	jew	jew	r08	r19			skill	Raise Skeleton	2	5	dual%		3	5	skill	Clay Golem	1	1	res-all		5	5	ac		50	50	demon-heal		5	5	gethit-skill	CTC_Nova	10	2	0
Insight	Runeword62	1			Previously Ladder Only	pole	staf								Ral Tir Tal Sol	r08	r03	r07	r12			dmg%		200	260	att%		180	250	mag%		23	23	oskill	Penetrate	1	6	cast		35	35	aura	Meditation_I	9	12	all-stats		5	5	0
Insight	Runeword62	1			Previously Ladder Only	pole	staf								Ral Tir Tal Sol	jew	r08	r03	r07	r12		dmg%		200	260	att%		180	250	mag%		23	23	oskill	Penetrate	1	6	cast		35	35	aura	Meditation_I	9	12	all-stats		5	5	0
Insight	Runeword62	1			Previously Ladder Only	pole	staf								Ral Tir Tal Sol	jew	jew	r08	r03	r07	r12	dmg%		200	260	att%		180	250	mag%		23	23	oskill	Penetrate	1	6	cast		35	35	aura	Meditation_I	9	12	all-stats		5	5	0
Jealousy	Runeword63	1			New to Modv1.0	h2h									Um Tal Tal	r22	r07	r07				dmg%		100	150	att%		20	20	swing		30	30	deadly		10	10	dualsteal		3	5	skill	Dragon Claw	2	6	all-stats		5	15	0
Judgment	Runeword64	1			New to Modv1.0	mele									Lum Tir	r17	r03					allskills		1	2	caststat		20	20	hp		30	100	pierce-all		5	10	ac		40	110									0
Judgment	Runeword64	1			New to Modv1.0	mele									Lum Tir	jew	r17	r03				allskills		1	2	caststat		20	20	hp		30	100	pierce-all		5	10	ac		40	110									0
Judgment	Runeword64	1			New to Modv1.0	mele									Lum Tir	jew	jew	r17	r03			allskills		1	2	caststat		20	20	hp		30	100	pierce-all		5	10	ac		40	110									0
Judgment	Runeword64	1			New to Modv1.0	mele									Lum Tir	jew	jew	jew	r17	r03		allskills		1	2	caststat		20	20	hp		30	100	pierce-all		5	10	ac		40	110									0
Judgment	Runeword64	1			New to Modv1.0	mele									Lum Tir	jew	jew	jew	jew	r17	r03	allskills		1	2	caststat		20	20	hp		30	100	pierce-all		5	10	ac		40	110									0
King's Grace	Runeword65	1			109	swor	scep								Amn Ral Thul	r11	r08	r10				dmg%		100	100	att		150	150	dmg-demon		100	100	dmg-undead		50	50	att-demon		100	100	att-undead		100	100					0
King's Grace	Runeword65	1			109	swor	scep								Amn Ral Thul	jew	r11	r08	r10			dmg%		100	100	att		150	150	dmg-demon		100	100	dmg-undead		50	50	att-demon		100	100	att-undead		100	100					0
King's Grace	Runeword65	1			109	swor	scep								Amn Ral Thul	jew	jew	r11	r08	r10		dmg%		100	100	att		150	150	dmg-demon		100	100	dmg-undead		50	50	att-demon		100	100	att-undead		100	100					0
King's Grace	Runeword65	1			109	swor	scep								Amn Ral Thul	jew	jew	jew	r11	r08	r10	dmg%		100	100	att		150	150	dmg-demon		100	100	dmg-undead		50	50	att-demon		100	100	att-undead		100	100					0
Kingslayer	Runeword66	1			110	swor	axe								Mal Um Gul Fal	r23	r22	r25	r19			swing		30	30	dmg%		230	270	reduce-ac		25	25	crush		33	33	openwounds		25	25	oskill	Vengeance	1	1	gold%		40	40	0
Kingslayer	Runeword66	1			110	swor	axe								Mal Um Gul Fal	jew	r23	r22	r25	r19		swing		30	30	dmg%		230	270	reduce-ac		25	25	crush		33	33	openwounds		25	25	oskill	Vengeance	1	1	gold%		40	40	0
Kingslayer	Runeword66	1			110	swor	axe								Mal Um Gul Fal	jew	jew	r23	r22	r25	r19	swing		30	30	dmg%		230	270	reduce-ac		25	25	crush		33	33	openwounds		25	25	oskill	Vengeance	1	1	gold%		40	40	0
Knight's Vigil	Runeword67	1			New to Modv1.0	scep	swor								Um Lo Ko Fal	r22	r28	r18	r19			pal		1	3	skilltab	9	1	3	dmg%		150	225	deadly		5	20	swing		20	45	aura	Redemption_I	5	15	att/lvl	16			0
Knight's Vigil	Runeword67	1			New to Modv1.0	scep	swor								Um Lo Ko Fal	jew	r22	r28	r18	r19		pal		1	3	skilltab	9	1	3	dmg%		150	225	deadly		5	20	swing		20	45	aura	Redemption_I	5	15	att/lvl	16			0
Knight's Vigil	Runeword67	1			New to Modv1.0	scep	swor								Um Lo Ko Fal	jew	jew	r22	r28	r18	r19	pal		1	3	skilltab	9	1	3	dmg%		150	225	deadly		5	20	swing		20	45	aura	Redemption_I	5	15	att/lvl	16			0
Knowledge	Runeword68	1			New to Modv1.0	circ									Lo Jah Ral	r28	r31	r08				allskills		1	3	caststat		20	30	dual%		5	15	mag%/lvl	4			red-dmg%		15	25	aura	Sanctuary_I	5	12	dual-gethit		5	10	0
Last Wish	Runeword69	1			Previously Ladder Only	swor	hamm	axe							Jah Mal Jah Sur Jah Ber	r31	r23	r31	r29	r31	r30	dmg%		330	375	att-skill	CTC_ChargedBolt	20	20	hit-skill	CTC_LifeTap	10	18	gethit-skill	CTC_Fade	6	11	crush		20	50	mag%/lvl	4			aura	Might	17	17	0
Law	Runeword70	1			New to Modv1.0	tors									El Tir Tal	r01	r03	r07				ac%		20	25	hit-skill	CTC_FireBall	2	2	gethit-skill	CTC_HolyBolt	3	5	str		4	10	hp%		3	5	red-dmg%		2	5					0
Law	Runeword70	1			New to Modv1.0	tors									El Tir Tal	jew	r01	r03	r07			ac%		20	25	hit-skill	CTC_FireBall	2	2	gethit-skill	CTC_HolyBolt	3	5	str		4	10	hp%		3	5	red-dmg%		2	5					0
Lawbringer	Runeword71	1			Previously Ladder Only	swor	hamm	scep							Amn Lem Ko	r11	r20	r18				dmg-cold		130	180	dmg-fire		150	210	aura	Sanctuary_I	16	18	hit-skill	CTC_Decrepify	20	15	ac-miss		200	250	rip		1	1	reduce-ac		50	50	0
Lawbringer	Runeword71	1			Previously Ladder Only	swor	hamm	scep							Amn Lem Ko	jew	r11	r20	r18			dmg-cold		130	180	dmg-fire		150	210	aura	Sanctuary_I	16	18	hit-skill	CTC_Decrepify	20	15	ac-miss		200	250	rip		1	1	reduce-ac		50	50	0
Lawbringer	Runeword71	1			Previously Ladder Only	swor	hamm	scep							Amn Lem Ko	jew	jew	r11	r20	r18		dmg-cold		130	180	dmg-fire		150	210	aura	Sanctuary_I	16	18	hit-skill	CTC_Decrepify	20	15	ac-miss		200	250	rip		1	1	reduce-ac		50	50	0
Lawbringer	Runeword71	1			Previously Ladder Only	swor	hamm	scep							Amn Lem Ko	jew	jew	jew	r11	r20	r18	dmg-cold		130	180	dmg-fire		150	210	aura	Sanctuary_I	16	18	hit-skill	CTC_Decrepify	20	15	ac-miss		200	250	rip		1	1	reduce-ac		50	50	0
Leaf	Runeword72	1			109	staf									Tir Ral	r03	r08					fireskill		3	3	ac/lvl		16	16	res-cold		33	33	oskill	Fire Ball	3	3	oskill	Firestorm	3	3	oskill	Warmth	3	3					0
Leaf	Runeword72	1			109	staf									Tir Ral	jew	r03	r08				fireskill		3	3	ac/lvl		16	16	res-cold		33	33	oskill	Fire Ball	3	3	oskill	Firestorm	3	3	oskill	Warmth	3	3					0
Leaf	Runeword72	1			109	staf									Tir Ral	jew	jew	r03	r08			fireskill		3	3	ac/lvl		16	16	res-cold		33	33	oskill	Fire Ball	3	3	oskill	Firestorm	3	3	oskill	Warmth	3	3					0
Leaf	Runeword72	1			109	staf									Tir Ral	jew	jew	jew	r03	r08		fireskill		3	3	ac/lvl		16	16	res-cold		33	33	oskill	Fire Ball	3	3	oskill	Firestorm	3	3	oskill	Warmth	3	3					0
Leaf	Runeword72	1			109	staf									Tir Ral	jew	jew	jew	jew	r03	r08	fireskill		3	3	ac/lvl		16	16	res-cold		33	33	oskill	Fire Ball	3	3	oskill	Firestorm	3	3	oskill	Warmth	3	3					0
Lightning	Runeword73	1			New to Modv1.0	boot									Ort El	r09	r01					move		20	20	light-thorns		1	4	regen-mana		10	15	ac%		10	25	gethit-skill	CTC_ChargedBolt	5	3									0
Lightning	Runeword73	1			New to Modv1.0	boot									Ort El	jew	r09	r01				move		20	20	light-thorns		1	4	regen-mana		10	15	ac%		10	25	gethit-skill	CTC_ChargedBolt	5	3									0
Lionheart	Runeword74	1			109	tors									Hel Lum Fal	r15	r17	r19				str		15	15	vit		20	20	dex		15	15	dmg%		20	20	hp		50	50	res-all		30	30					0
Lionheart	Runeword74	1			109	tors									Hel Lum Fal	jew	r15	r17	r19			str		15	15	vit		20	20	dex		15	15	dmg%		20	20	hp		50	50	res-all		30	30					0
Lore	Runeword75	1			109	helm									Ort Sol	r09	r12					enr		10	10	allskills		1	1	light		2	2	mana-kill		2	2													0
Lore	Runeword75	1			109	helm									Ort Sol	jew	r09	r12				enr		10	10	allskills		1	1	light		2	2	mana-kill		2	2													0
Love	Runeword76	1			New to Modv1.0	glov									El Eth	r01	r05					ac/lvl		2	4	hp/lvl		2	4	cast		10	15	mana-kill		1	3	mana		10	25									0
Love	Runeword76	1			New to Modv1.0	glov									El Eth	jew	r01	r05				ac/lvl		2	4	hp/lvl		2	4	cast		10	15	mana-kill		1	3	mana		10	25									0
Loyalty	Runeword77	1			New to Modv1.0	belt									Nef Ith	r04	r06					balance		10	18	str%		3	6	dmg%		10	15	ac%		25	30	sum-ex		0	2									0
Lust	Runeword78	1			New to Modv1.0	belt									Eld Tal	r02	r07					balance		8	14	swing		0	10	red-dmg		3	3	mana-kill		2	2	demon-heal		4	4									0
Madness	Runeword79	1			New to Modv1.0	belt									Eth Tir	r05	r03					swing		20	20	regen		-5	-5	heal-perhit		3	3	ext-missile		0	3	ext-att		0	3									0
Malice	Runeword81	1			109	mele									Ith El Eth	r06	r01	r05				openwounds		25	25	dmg-ac		-100	-100	noheal		1	1	dmg%		33	33	light		-1	-1	regen		-5	-5					0
Malice	Runeword81	1			109	mele									Ith El Eth	jew	r06	r01	r05			openwounds		25	25	dmg-ac		-100	-100	noheal		1	1	dmg%		33	33	light		-1	-1	regen		-5	-5					0
Malice	Runeword81	1			109	mele									Ith El Eth	jew	jew	r06	r01	r05		openwounds		25	25	dmg-ac		-100	-100	noheal		1	1	dmg%		33	33	light		-1	-1	regen		-5	-5					0
Malice	Runeword81	1			109	mele									Ith El Eth	jew	jew	jew	r06	r01	r05	openwounds		25	25	dmg-ac		-100	-100	noheal		1	1	dmg%		33	33	light		-1	-1	regen		-5	-5					0
Melody	Runeword82	1			109	miss									Shael Ko Nef	r13	r18	r04				dmg%		50	50	skilltab	0	3	3	skill	Penetrate	3	3	skill	Huntress Haste	3	3	oskill	Slow Missiles	3	3	dmg-undead		300	300					0
Melody	Runeword82	1			109	miss									Shael Ko Nef	jew	r13	r18	r04			dmg%		50	50	skilltab	0	3	3	skill	Penetrate	3	3	skill	Huntress Haste	3	3	oskill	Slow Missiles	3	3	dmg-undead		300	300					0
Melody	Runeword82	1			109	miss									Shael Ko Nef	jew	jew	r13	r18	r04		dmg%		50	50	skilltab	0	3	3	skill	Penetrate	3	3	skill	Huntress Haste	3	3	oskill	Slow Missiles	3	3	dmg-undead		300	300					0
Melody	Runeword82	1			109	miss									Shael Ko Nef	jew	jew	jew	r13	r18	r04	dmg%		50	50	skilltab	0	3	3	skill	Penetrate	3	3	skill	Huntress Haste	3	3	oskill	Slow Missiles	3	3	dmg-undead		300	300					0
Memory	Runeword83	1			109	staf									Lum Io Sol Eth	r17	r16	r12	r05			mana%		20	20	red-mag		7	7	ac%		50	50	cast		33	33	sor		3	3	oskill	Energy Shield	3	3	oskill	Static Field	2	2	0
Memory	Runeword83	1			109	staf									Lum Io Sol Eth	jew	r17	r16	r12	r05		mana%		20	20	red-mag		7	7	ac%		50	50	cast		33	33	sor		3	3	oskill	Energy Shield	3	3	oskill	Static Field	2	2	0
Memory	Runeword83	1			109	staf									Lum Io Sol Eth	jew	jew	r17	r16	r12	r05	mana%		20	20	red-mag		7	7	ac%		50	50	cast		33	33	sor		3	3	oskill	Energy Shield	3	3	oskill	Static Field	2	2	0
Mist	Runeword84	1			New to Modv1.0	tors									El Eld Tir	r01	r02	r03				abs-cold		2	2	ac		5	15	thorns		4	4	dmg-max		4	8	addxp		0	5									0
Mist	Runeword84	1			New to Modv1.0	tors									El Eld Tir	jew	r01	r02	r03			abs-cold		2	2	ac		5	15	thorns		4	4	dmg-max		4	8	addxp		0	5									0
Morning	Runeword85	1			New to Modv1.0	glov									Nef Ral	r04	r08					fire-thorns		3	3	extra-fire		2	4	res-fire		10	10	half-freeze		1	1	addxp		0	5	mag%		5	10					0
Morning	Runeword85	1			New to Modv1.0	glov									Nef Ral	jew	r04	r08				fire-thorns		3	3	extra-fire		2	4	res-fire		10	10	half-freeze		1	1	addxp		0	5	mag%		5	10					0
Mystery	Runeword86	1			New to Modv1.0	boot									Ith Nef	r06	r04					extra-nature		3	5	sum-hp		10	20	sum-dmg		10	20	light		-2	-2	ac		5	15	gold%		33	33					0
Mystery	Runeword86	1			New to Modv1.0	boot									Ith Nef	jew	r06	r04				extra-nature		3	5	sum-hp		10	20	sum-dmg		10	20	light		-2	-2	ac		5	15	gold%		33	33					0
Myth	Runeword87	1			111	tors									Hel Amn Nef	r15	r11	r04				hit-skill	CTC_Taunt	10	1	gethit-skill	CTC_Howl	3	11	bar		2	2	regen		10	10													0
Myth	Runeword87	1			111	tors									Hel Amn Nef	jew	r15	r11	r04			hit-skill	CTC_Taunt	10	1	gethit-skill	CTC_Howl	3	11	bar		2	2	regen		10	10													0
Nadir	Runeword88	1			109	helm									Nef Tir	r04	r03					ac%		50	50	ac		10	10	light		-1	-1	oskill	Cloak of Shadows	2	2	gold%		-33	-33	str		5	5					0
Nadir	Runeword88	1			109	helm									Nef Tir	jew	r04	r03				ac%		50	50	ac		10	10	light		-1	-1	oskill	Cloak of Shadows	2	2	gold%		-33	-33	str		5	5					0
Nature's Kingdom	Runeword89	1				glov	boot								Hel Ist Lum	r15	r24	r17				ac%		50	100	oskill	Warmth	1	1	cast		25	25	aura	Meditation_I	5	7	sum-ex		2	3									0
Night	Runeword90																																																	0
Oath	Runeword91	1			Previously Ladder Only	swor	axe	mace							Shael Pul Mal Lum	r13	r21	r23	r17			dmg%		210	340	swing		30	30	hit-skill	CTC_BoneSpirit	30	20	charged	Iron Golem	14	17	charged	CHARGE_Heart_of_Wolverine	20	16	abs-mag		10	15	indestruct		1	1	0
Oath	Runeword91	1			Previously Ladder Only	swor	axe	mace							Shael Pul Mal Lum	jew	r13	r21	r23	r17		dmg%		210	340	swing		30	30	hit-skill	CTC_BoneSpirit	30	20	charged	Iron Golem	14	17	charged	CHARGE_Heart_of_Wolverine	20	16	abs-mag		10	15	indestruct		1	1	0
Oath	Runeword91	1			Previously Ladder Only	swor	axe	mace							Shael Pul Mal Lum	jew	jew	r13	r21	r23	r17	dmg%		210	340	swing		30	30	hit-skill	CTC_BoneSpirit	30	20	charged	Iron Golem	14	17	charged	CHARGE_Heart_of_Wolverine	20	16	abs-mag		10	15	indestruct		1	1	0
Obedience	Runeword92	1			Previously Ladder Only	pole									Hel Ko Thul Eth Fal	r15	r18	r10	r05	r19		dmg%		370	370	crush		20	20	kill-skill	CTC_Enchant	30	21	pierce-fire		25	25	ac		200	300	balance		40	40	res-all		20	30	0
Obedience	Runeword92	1			Previously Ladder Only	pole									Hel Ko Thul Eth Fal	jew	r15	r18	r10	r05	r19	dmg%		370	370	crush		20	20	kill-skill	CTC_Enchant	30	21	pierce-fire		25	25	ac		200	300	balance		40	40	res-all		20	30	0
Oblivion	Runeword93	1				xbow	bow								Zod El Tir Ral Mal	r33	r01	r03	r08	r23		dmg%		360	400	hit-skill	Mass Enchant	5	5	hp/lvl	12			aura	Conviction	10	12	kill-skill	CTC_LifeTap	10	10	pierce-all		25	35	ext-missile		1	3	0
Oblivion	Runeword93	1				xbow	bow								Zod El Tir Ral Mal	jew	r33	r01	r03	r08	r23	dmg%		360	400	hit-skill	Mass Enchant	5	5	hp/lvl	12			aura	Conviction	10	12	kill-skill	CTC_LifeTap	10	10	pierce-all		25	35	ext-missile		1	3	0
Obsession	Runeword94	1			New to Modv1.0	helm									Ral Tal	r08	r07					mag%		5	15	gold%		30	60	hp%		-5	0	mana%		-5	0	ac%		10	25									0
Obsession	Runeword94	1			New to Modv1.0	helm									Ral Tal	jew	r08	r07				mag%		5	15	gold%		30	60	hp%		-5	0	mana%		-5	0	ac%		10	25									0
Passion	Runeword95	1			110	weap									Dol Ort Eld Lem	r14	r09	r02	r20			dmg%		160	210	oskill	Zeal	1	1	att%		50	80	oskill	Berserk	1	1	swing		25	25	charged	CHARGE_Heart_of_Wolverine	12	3	stupidity		10	10	0
Passion	Runeword95	1			110	weap									Dol Ort Eld Lem	jew	r14	r09	r02	r20		dmg%		160	210	oskill	Zeal	1	1	att%		50	80	oskill	Berserk	1	1	swing		25	25	charged	CHARGE_Heart_of_Wolverine	12	3	stupidity		10	10	0
Passion	Runeword95	1			110	weap									Dol Ort Eld Lem	jew	jew	r14	r09	r02	r20	dmg%		160	210	oskill	Zeal	1	1	att%		50	80	oskill	Berserk	1	1	swing		25	25	charged	CHARGE_Heart_of_Wolverine	12	3	stupidity		10	10	0
Patience	Runeword96																																																	0
Pattern	Runeword97	1			New to Modv1.0	h2h									Tal Ort Tir	r07	r09	r03				att%		10	10	dmg%		40	80	dmg-fire		12	32	res-all		15	15	str		6	6	dex		6	6	blockrate		30	30	0
Peace	Runeword98	1			111	tors									Shael Thul Amn	r13	r10	r11				skill	Valkyrie	2	4	skill	Evasive Tactics	4	5	ama		2	2	deadly		5	5	ac%		60	100	dex%		3	10					0
Peace	Runeword98	1			111	tors									Shael Thul Amn	jew	r13	r10	r11			skill	Valkyrie	2	4	skill	Evasive Tactics	4	5	ama		2	2	deadly		5	5	ac%		60	100	dex%		3	10					0
Penitence	Runeword100																																																	0
Peril	Runeword101	1			New to Modv1.0	miss									Sol Shael Ko	r12	r13	r18				dmg%		80	115	swing		20	20	att/lvl		2	4	oskill	Magic Arrow	2	3	ext-missile		1	1	dmg-undead		25	50					0
Peril	Runeword101	1			New to Modv1.0	miss									Sol Shael Ko	jew	r12	r13	r18			dmg%		80	115	swing		20	20	att/lvl		2	4	oskill	Magic Arrow	2	3	ext-missile		1	1	dmg-undead		25	50					0
Peril	Runeword101	1			New to Modv1.0	miss									Sol Shael Ko	jew	jew	r12	r13	r18		dmg%		80	115	swing		20	20	att/lvl		2	4	oskill	Magic Arrow	2	3	ext-missile		1	1	dmg-undead		25	50					0
Peril	Runeword101	1			New to Modv1.0	miss									Sol Shael Ko	jew	jew	jew	r12	r13	r18	dmg%		80	115	swing		20	20	att/lvl		2	4	oskill	Magic Arrow	2	3	ext-missile		1	1	dmg-undead		25	50					0
Pestilence	Runeword102	1			New to Modv1.0	miss									Nef Ith	r04	r06					dmg%		15	30	dmg-pois	100	39	39	pierce		25	25	swing		10	10	ext-missile		1	1									0
Pestilence	Runeword102	1			New to Modv1.0	miss									Nef Ith	jew	r04	r06				dmg%		15	30	dmg-pois	100	39	39	pierce		25	25	swing		10	10	ext-missile		1	1									0
Pestilence	Runeword102	1			New to Modv1.0	miss									Nef Ith	jew	jew	r04	r06			dmg%		15	30	dmg-pois	100	39	39	pierce		25	25	swing		10	10	ext-missile		1	1									0
Pestilence	Runeword102	1			New to Modv1.0	miss									Nef Ith	jew	jew	jew	r04	r06		dmg%		15	30	dmg-pois	100	39	39	pierce		25	25	swing		10	10	ext-missile		1	1									0
Pestilence	Runeword102	1			New to Modv1.0	miss									Nef Ith	jew	jew	jew	jew	r04	r06	dmg%		15	30	dmg-pois	100	39	39	pierce		25	25	swing		10	10	ext-missile		1	1									0
Phoenix	Runeword103	1			Previously Ladder Only	weap	shld								Vex Vex Lo Jah	r26	r26	r28	r31			dmg%		350	400	ac-miss		350	400	hit-skill	Ignite	15	6	levelup-skill	CTC_Blaze	100	8	pierce-fire		28	28	aura	Redemption_I	10	15	abs-fire		15	21	0
Phoenix	Runeword103	1			Previously Ladder Only	weap	shld								Vex Vex Lo Jah	jew	r26	r26	r28	r31		dmg%		350	400	ac-miss		350	400	hit-skill	Ignite	15	6	levelup-skill	CTC_Blaze	100	8	pierce-fire		28	28	aura	Redemption_I	10	15	abs-fire		15	21	0
Phoenix	Runeword103	1			Previously Ladder Only	weap	shld								Vex Vex Lo Jah	jew	jew	r26	r26	r28	r31	dmg%		350	400	ac-miss		350	400	hit-skill	Ignite	15	6	levelup-skill	CTC_Blaze	100	8	pierce-fire		28	28	aura	Redemption_I	10	15	abs-fire		15	21	0
Piety	Runeword104																																																	0
Pillar of Faith	Runeword105																																																	0
Plague	Runeword106	1			Previously deactivated	weap									Cham Fal Um	r32	r19	r22				dmg-demon		260	380	gethit-skill	CTC_LowerResist	20	12	hit-skill	CTC_PoisonNova	25	15	pierce-pois		23	23	deadly/lvl	3			aura	Clear Ailment	13	17	allskills		1	2	0
Plague	Runeword106	1			Previously deactivated	weap									Cham Fal Um	jew	r32	r19	r22			dmg-demon		260	380	gethit-skill	CTC_LowerResist	20	12	hit-skill	CTC_PoisonNova	25	15	pierce-pois		23	23	deadly/lvl	3			aura	Clear Ailment	13	17	allskills		1	2	0
Plague	Runeword106	1			Previously deactivated	weap									Cham Fal Um	jew	jew	r32	r19	r22		dmg-demon		260	380	gethit-skill	CTC_LowerResist	20	12	hit-skill	CTC_PoisonNova	25	15	pierce-pois		23	23	deadly/lvl	3			aura	Clear Ailment	13	17	allskills		1	2	0
Plague	Runeword106	1			Previously deactivated	weap									Cham Fal Um	jew	jew	jew	r32	r19	r22	dmg-demon		260	380	gethit-skill	CTC_LowerResist	20	12	hit-skill	CTC_PoisonNova	25	15	pierce-pois		23	23	deadly/lvl	3			aura	Clear Ailment	13	17	allskills		1	2	0
Praise	Runeword107																																																	0
Prayer	Runeword108																																																	0
Pride	Runeword109	1			Previously Ladder Only	pole									Cham Sur Io Lo	r32	r29	r16	r28			dmg-dem/lvl	8			dmg-ltng		50	280	att%		260	300	aura	Concentration	16	20	gethit-skill	CTC_FireWall	25	5	regen		8	8	gold%/lvl	15			0
Pride	Runeword109	1			Previously Ladder Only	pole									Cham Sur Io Lo	jew	r32	r29	r16	r28		dmg-dem/lvl	8			dmg-ltng		50	280	att%		260	300	aura	Concentration	16	20	gethit-skill	CTC_FireWall	25	5	regen		8	8	gold%/lvl	15			0
Pride	Runeword109	1			Previously Ladder Only	pole									Cham Sur Io Lo	jew	jew	r32	r29	r16	r28	dmg-dem/lvl	8			dmg-ltng		50	280	att%		260	300	aura	Concentration	16	20	gethit-skill	CTC_FireWall	25	5	regen		8	8	gold%/lvl	15			0
Principle	Runeword110	1			111	tors									Ral Gul Eld	r08	r25	r02				hit-skill	CTC_HolyBolt	100	5	pal		2	2	hp		100	150	dmg-undead		50	50													0
Principle	Runeword110	1			111	tors									Ral Gul Eld	jew	r08	r25	r02			hit-skill	CTC_HolyBolt	100	5	pal		2	2	hp		100	150	dmg-undead		50	50													0
Prowess in Battle	Runeword111																																																	0
Prudence	Runeword112	1			110	tors									Mal Tir	r23	r03					ac%		140	170	red-mag		10	10	red-dmg		3	3	res-all		25	35	balance		25	25	rep-dur	25			light		1	1	0
Prudence	Runeword112	1			110	tors									Mal Tir	jew	r23	r03				ac%		140	170	red-mag		10	10	red-dmg		3	3	res-all		25	35	balance		25	25	rep-dur	25			light		1	1	0
