Missile	*ID	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Pierce	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	EMax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	*eol
buglightning	225	1	10	1																																																	12	12			98		3	4	255	255	255	1	3	1	ChargedBolt	1024	10	16		1	2	8	3	1		1		1							1											1	1	1			1				4																				ltng	256	128	128	128	128	128	256	128	128	128	128	128						64	16			sorceress_chargedbolt_1																			0
pantherjav1	226	1		1																																																	20	20			80				255	255	255	1	0	1	Javelin	1024	1	16					3	1		1		1							1				1							1	1	1				1			4		8		128																																		6	32			weapon_throw_1																			0
pantherjav2	227	1		1																																																	20	20			80				255	255	255	1	0	1	Javelin	1024	1	16					3	1		1		1							1				1							1	1	1				1			4		8		128																																		6	32			weapon_throw_1																			0
pantherjav3	228	1		1																																																	20	20			80				255	255	255	1	0	1	Javelin	1024	1	16					3	1		1		1							1				1							1	1	1				1			4		8		128																																		6	32			weapon_throw_1																			0
pantherjav4	229	1		1																																																	20	20			80				255	255	255	1	0	1	Javelin	1024	1	16					3	1		1		1							1				1							1	1	1				1			4		8		128																																		6	32			weapon_throw_1																			0
immolationfire	230	5		5		3																																											19	% chance for softhit (#/128)							100		5	4	255	178	64	0	0	1	groundFireBig	1024	37	16		1	12	36	3				1		1						1	1	12									1					1						2																		fire	7	5	5	5	5	5	9	5	5	5	5	5	skill('Fire Arrow'.blvl) * 5					32	1		41	object_fire_loop_magic																			0
furylightning	231	1		1																																																	30	30			25		4		255	255	255	0	0	1	LightningStrike	1024	8	16		1		7	3			1		1							2											1	1	1			1			Lightning Fury	4				-1																																		64	32			sorceress_lightning_1																			0
lightningstrike	232	8	16	1	12																3	# of Subloops for CltSubMissile1 (Min=1)											0	"Range (If 0, then use Skill aurarangecalc)"							0	"Range (If 0, then use Skill aurarangecalc)"											30	30			25		4		255	255	255	0	0	1	LightningStrike	1024	8	16					3	1		1		1		1	4				2											1	1	1			1			Lightning Strike	4		8																		ltng	8																	64	32			sorceress_lightning_1			lightning									lightninghit							0
fistoftheheavensdelay	233	1	26	1	22																												0	"Radius to create HitSubMissile1 (If 0, then use Skill aurarangecalc)"	0	"# of HitSubMissile1 created (If 0, then use Skill Calc1)"					0	"Radius to create CltHitSubMissile1 (If 0, then use Skill aurarangecalc)"	0	"Max # of CltHitSubMissile1 created (If 0, then use Skill calc4)"													10				0	0	0	0	0	0	null	1024	2	16																						1	1			1				1						Fist of the Heavens	4		8																																					1			paladin_handofgod_bolt								fistoftheheavensbolt							fistoftheheavensbolt				0
fistoftheheavensbolt	234	1	9	1	7	15																											1	"Impact Allies To Heal? (0=disabled, 1=enabled)"	1	"Deal Full Damage? (0=All Enemies, 1=Undead Only, 2=Demons Only, 3=Undead & Demons Only)"	3	"Destroy on Unit Impact? (0=Never, 1=On Heal, 2=On Full Damage, 3=On Heal Or Full Damage)"			1	"Impact Allies To Heal? (0=disabled, 1=enabled)"	1	"Deal Full Damage? (0=All Enemies, 1=Undead Only, 2=Demons Only, 3=Undead & Demons Only)"	3	"Destroy on Unit Impact? (0=Never, 1=On Heal, 2=On Full Damage, 3=On Heal Or Full Damage)"			0	Total Damage % if target is not allowed Monster Type (see sHitPar2)			12	12			50		8		222	222	255	1	2	1	HolyBoltMissile	1024	16	16					3	1	1	1					4				1										3	1	1	1			1				4		8																		mag	40	6	10	16	32	48	50	6	10	16	32	48	skill('Holy Bolt'.blvl) * 15						1			paladin_holybolt_1	paladin_holybolt_impact_1			teethexplode											teethexplode				0
warcry	235	1	10	1		7																																											0	"Stun Length (If 0 & Skill is not null, then use Skill's Calc4 instead. If 0 & Skill is null, then use casting Skill's Param1 & Param2 as ln12)"			12	12		-600	16				192	192	192	1	0	0	WarcryShockwave	1024	16	16					3			1				1	6				1													1			1			War Cry	4																																							32			barbarian_warcry_circle			doubledamage1																0
battlecommand	236	1		1	18																																																30	30		-500	15				192	192	192	1	0	0	BAYellShockWave01	1024	15	16					3		1	1				1	4				1																1																																											32			barbarian_circle_1																			0
battleorders	237	1		1	18																																																30	30		-500	15				192	192	192	1	0	0	BAYellShockWave01	1024	15	16					3		1	1				1	4				1																1																																											32			barbarian_circle_1																			0
pantherpotorange	238	1	3	1	24																												0	"Explosion Radius (If 0, then use Skill Calc1 or use Min=1)"																			16	16			128				255	128	128	0	0	0	mslops	1024	8	16					3	1		1		1							1					1						1	1	1							5		8					3	5	5	5	5	5	5	5	5	5	5	5		fire	2	7	7	7	7	7	5	7	7	7	7	7							1			weapon_throw_1	explosion_medium_1														explodingarrowexp				0
pantherpotgreen	239	1	28	1	25																												1	Increment for # of HitSubMissile1 created (Higher value means less Missiles created) (Min=1)							1	Missile Density (Higher value means less Missiles created) (Min=1)											16	16			128				128	255	128	0	0	0	mslgps	1024	8	16					3	1		1		1							1					1						1	1	1							4		1																		pois	9	6	6	6	6	6	12	6	6	6	6	6		400					1			weapon_throw_1	explosion_medium_1							rancidgascloud							rancidgascloud				0
meteorfire	240	5		5		3																																											19	% chance for softhit (#/128)							90		3	2	255	178	64	0	0	1	groundFireMedium	1024	37	16		1	12	36	3				1		1						2	1	12														1						3	1																	fire	15	4	5	6	6	6	25	4	5	6	6	6	skill('Blaze'.blvl)*3					32	1		41	object_fire_loop_magic																			0
trap spike right	241	1		1																																																	9	9			50				255	255	255	1	0	1	SpikeRight	1024	12	16					3	1		1		1							1			1	1							1	1	1							4		8		128																																		10	1			object_trap_release																			0
trap spike left	242	1		1																																																	9	9			50				255	255	255	1	0	1	SpikeLeft	1024	12	16					3	1		1		1							1			1	1							1	1	1							4		8		128																																		10	1			object_trap_release																			0
trap cursed skull right	243	1		1																																																	6	6			50				255	255	255	1	0	1	SkullRight	1024	12	16					3	1		1		1							1			1	1							1	1	1							4		8		128																																		10	1			object_trap_release																			0
trap cursed skull left	244	1		1																																																	6	6			50				255	255	255	1	0	1	SkullLeft	1024	12	16					3	1		1		1							1			1	1							1	1	1							4		8		128																																		10	1			object_trap_release																			0
trap poison ball right	245	3		2			lvl*2	# of Subloops for SubMissile1 (if SubMissile1 is not null)											lvl*2	# of Subloops for CltSubMissile1																																	6	6			50				255	255	255	1	0	1	PoisonRight	1024	12	16					3	1		1		1							1			1	1							1	1	1							4		8		128																																		10	1			object_trap_release												plaguejavcloud							0
trap poison ball left	246	3		2			lvl*2	# of Subloops for SubMissile1 (if SubMissile1 is not null)											lvl*2	# of Subloops for CltSubMissile1																																	6	6			50				255	255	255	1	0	1	PoisonLeft	1024	12	16					3	1		1		1							1			1	1							1	1	1							4		8		128																																		10	1			object_trap_release												plaguejavcloud							0
hydra	247	1		1																													0	"Explosion Radius (If 0, then use Skill Calc1)"							0	Explosion Radius for CltHitSubMissile1	1	Density for CltHitSubMissile1 (Higher value means less Missiles created)									24	24			30		5		255	255	255	2	0	1	Firebolt	1024	5	16					3	1		1		1							1					1						1	1	1			1			Hydra	4		8																		fire																			16			monster_firebolt_1	sorceress_firebolt_impact_1			explodingarrowexp											fireexplosion2				0
bonespeartrail	248	1																																																							8				255	255	255	0	0	0	BoneSpearTrail	1024	9	16																												1					1						8																																					32																						0
grimwardsmallstart	249	1	29	1	26																												0	"Duration (If 0, then use Skill Calc1)"							0	"Duration (If 0, then use Skill calc1)"															5				0	0	0	0	0	0	GrimWardSmallStart	1024	5	16											1						1			1		1						1											8																																					4	1										grimwardsmall							grimwardsmall				0
grimwardsmall	250	1	29	14	27				6	Periodic Delay until Repeat (Min=1)	30	Use skills srvdofunc #																													0	"Duration (If 0, then use Skill calc1)"															200				0	0	0	0	0	1	GrimWardSmall	1024	1	16											1						1			1		1	1			1													8																																					4	1																	grimwardsmallstop				0
grimwardsmallstop	251	11		1																																																					9				0	0	0	0	0	0	GrimWardSmallStop	1024	9	16											1						1			1		1	1			1													8																																					4	1																					0
grimwardmediumstart	252	1	29	1	26																												0	"Duration (If 0, then use Skill Calc1)"							0	"Duration (If 0, then use Skill calc1)"															8				0	0	0	0	0	0	GrimWardMediumStart	1024	8	16											1						1			1		1						1											8																																					4	1										grimwardmedium							grimwardmedium				0
grimwardmedium	253	1	29	14	27				6	Periodic Delay until Repeat (Min=1)	30	Use skills srvdofunc #																													0	"Duration (If 0, then use Skill calc1)"															200				0	0	0	0	0	1	GrimWardMedium	1024	1	16											1						1			1		1	1			1													8																																					4	1																	grimwardmediumstop				0
grimwardmediumstop	254	11		1																																																					9				0	0	0	0	0	0	GrimWardMediumStop	1024	9	16											1						1			1		1	1			1													8																																					4	1																					0
grimwardlargestart	255	1	29	1	26																												0	"Duration (If 0, then use Skill Calc1)"							0	"Duration (If 0, then use Skill calc1)"															8				0	0	0	0	0	0	GrimWardLargeStart	1024	8	16											1						1			1		1						1											8																																					4	1										grimwardlarge							grimwardlarge				0
grimwardlarge	256	1	29	14	27				6	Periodic Delay until Repeat (Min=1)	30	Use skills srvdofunc #																													0	"Duration (If 0, then use Skill calc1)"															200				0	0	0	0	0	1	GrimWardLarge	1024	1	16											1						1			1		1	1			1													8																																					4	1																	grimwardlargestop				0
grimwardlargestop	257	11		1																																																					9				0	0	0	0	0	0	GrimWardLargeStop	1024	9	16											1						1			1		1	1			1													8																																					4	1																					0
zakarumlight	258	1		1																																																					12		3		255	255	255	0	0	1	LightningStrike	1024	8	16		1		7													1			1								1					1						8																																				64	32			monster_lightning_1																			0
grimwardscare	259	1		1	28																																																2	2			24	12			0	0	0	0	0	0	null	1024	2	16					3			1		1		1	6				2											1					1																																											1																						0
frozenorb	260	19	30	15	29				1	Missile Spawn Rate (Min=1)	19	Direction Index Increment									1	CltSubMissile1 Spawn Rate (Min=1)	19	CltSubMissile1 Direction Index Increment (Max = 64)									4	Increment for # of HitSubMissile1 created (Higher value means less Missiles created) (Min=1)							4	Density of CltHitSubMissile1 (Higher value means less Missiles created)											10	10			30		6		81	81	255	1	0	1	IceOrb	1024	16	16					3			1		1							1					1							1	1			1				4		8																																					1								frozenorbbolt			frozenorbnova				frozenorbbolt			frozenorbnova				0
frozenorbbolt	261	1		1																																																	18	18			25		4		81	81	255	0	0	1	IceBolt	1024	6	16					3	1		1		1							1												1	1			1			Frozen Orb	4		8																																					16			sorceress_glacialspike_1																			0
frozenorbnova	262	20		16					6	Frame to spawn	2	Periodic Frame Delay to spawn (Min=1)									6	Activation Frame	2	Periodic Frame Delay per Path Process (Min=1)																													24	24			25		4		81	81	255	0	0	1	IceBolt	1024	6	16					3	1		1		1							1												1	1			1			Frozen Orb	4		8																																					16																						0
frozenorbexplode	263	1		1																																																					16		6		81	81	255	0	0	0	IceOrbExplode	1024	16	16																							1			1							1						8																																					1																						0
chillingarmorbolt	264	1		1																																																	18	18			25		4		81	81	255	0	0	1	IceBolt	1024	6	16					3	1		1		1							1											1	0	1			1			MON_Chilling_Armor	4		8																																					16			sorceress_icebolt_1	impact_cold_1																		0
fireexplosion2	265	1		1																																																					12				0	0	0	0	0	0	FireArrowExplode2	1024	12	16	5					1		1									1						1			1				1			1				4		8																																					1																						0
blowgun	266	1		1																																																	20	20			90				255	255	255	1	0	1	Blowdart	1024	8	16					3	1		1		1							1				1							1	1	1				1			4		8		128																																		10	16																						0
chainlightning2	267	8	16	1	12																3	# of Subloops for CltSubMissile1 (Min=1)											10	"Range (If 0, then use Skill aurarangecalc)"							10	"Range (If 0, then use Skill aurarangecalc)"											30	30			25		4		255	255	255	0	0	1	LightningStrike	1024	8	16					3			1		1		1	4				2											1	1	1		1	1			Chain Lightning	4																																						64	32			monster_lightning_1			lightning									lightninghit							0
revivesmall	268	1																																																							25		5		255	178	64	0	0	0	Revive	1024	25	16																												1					1						8																																					1																						0
revivemedium	269	1																																																							25		5		255	178	64	0	0	0	Revive	1024	25	16																												1					1						8																																					1																						0
revivelarge	270	1																																																							25		5		255	178	64	0	0	0	Revive	1024	25	16																												1					1						8																																					1																						0
monglacialspike	271	1	14	1	13																												0	"Explosion Radius (If 0, then use Skill aurarangecalc)"	0	"Freeze Length (If 0, then use Skill auralencalc)"																	18	18			40		5		81	81	255	1	0	1	GlacialSpike	1024	6	16					3	1		1		1							1											1	1	1			1				5		8																		frze	2	2	2	2	2	2	4	2	2	2	2	2							16			monster_icebolt_1	sorceress_iceblast_impact_1														freezingarrowexp1	freezingarrowexp2			0
icebreaksmall	272	1	31																																																						30				255	255	255	0	0	0	IceBreakSmall	1024	15	16																						1						1					1						8																																					4			impact_shatter_1																			0
icebreakmedium	273	1	31																																																						30				255	255	255	0	0	0	IceBreakLarge	1024	15	16																						1						1					1						8																																					4			impact_shatter_1																			0
icebreaklarge	274	1	31																																																						30				255	255	255	0	0	0	IceBreakLarge	1024	15	16																						1						1					1						8																																					4			impact_shatter_1																			0
icebreaksmoke	275	1																																																							15				255	255	255	0	0	0	IceBreakSmoke	1024	15	16																												1					1						8																																					1																						0
mephisto	276	1		1																																																	24	24			40		9		255	255	255	0	0	1	MephistoMissile	1024	10	16					3	1		1		1							2											1	1	1			1				4		8					12	8	10	12	12	12	16	8	10	12	12	12		cold	12	18	24	24	24	24	18	20	28	28	28	28		75	25	25	25		16			mephisto_orb	sorceress_fireball_impact_1			mephistoexplosion															0
firehead	277	1	32	1	31																																				1	Disc Radius of CltHitSubMissile2	2	Density of CltHitSubMissile2 (Higher value means less Missiles created)									14	14			40		8		255	178	64	1	0	1	VampireMissile	1024	19	16					3	1		1		1							1			1		1						1	1				1			VampireMissile	4		8																																					16			monster_fireball	sorceress_fireball_impact_1		vampiresteal												explodingarrowexp	fireexplosion2			0
whilrwind	278	1		1																																																	12	12			3				0	0	0	0	0	0	null	1024	2	16					3					1							2											1		1						Whirlwind	4		8		1																																			1																						0
arcanelightningbolt	279	8		1																	3	# of Subloops for CltSubMissile1 (Min=1)																															32	32			40		8		178	178	255	1	0	2	null	1024	2	16					1			1		1							2											1	1	1			1				4		8		128																ltng	7	9	9	9	9	9	14	11	11	11	11	11		600				64	1			monster_lightning_1												lightninghit							0
frogfire	280	1		1																																																	15	15			40		4		255	64	64	1	0	1	Fireball	1024	5	16					3	1		1		1							1											1	1	1		33	1				4		8																		fire	9	6	6	6	6	6	18	6	6	6	6	6							16			monster_fireball	sorceress_firebolt_impact_1			shamanexp															0
frogcold	281	1		1																																																	12	12			35		4		64	64	255	1	0	1	Icebolt	1024	6	16					3	1		1		1							1											1	1	1		33	1				4		8																		cold	6	5	5	5	5	5	12	5	5	5	5	5		600					16			monster_icebolt_1	sorceress_iceblast_impact_1			iceexplode															0
frogpois	282	1		1																																																	12	12			30		4		64	255	64	1	0	1	FrogPoisonMissile	1024	7	16					3	1		1		1							1											1	1	1		33	1				4																				pois	6	5	5	5	5	5	12	5	5	5	5	5		600					16			tentaclehead_missile_1																			0
desertfireball	283	1		1	1																												2	"Explosion Radius (If 0, then use Skill Calc1)"																			16	16			40		6		255	64	64	1	0	1	Fireball	1024	5	16					1	1		1		1							1											1	1	1			1				5		8																		fire	6	10	10	10	10	10	9	11	11	11	11	11		600					16			monster_fireball	sorceress_fireball_impact_1			explodingarrowexp															0
brdeathcontrol	284	21		1																	20	CltSubMissile1 Spawn Radius																																			375		6		255	255	255	25	0	0	null	1024	2	16											1												1			1													8																																					1															brdeathlightningbolt							0
brdeathlightningbolt	285	22		1																	3	Retarget Missile Every X Frames (Min=1)																															32	32			20		4		255	255	255	0	0	2	null	1024	2	16								1		1							2											1	1	1			1				4		8																																				64	1			amazon_lightning_1												brdeathlightninghit							0
brdeathlightninghit	286	1		1																			0	Max value for random Z Offset																																	12			4	255	255	255	0	0	1	LightningStrike	1024	8	16		1		7													1											1					1						8																		ltng	2	4	4	4	4	4	5	4	4	4	4	4						64	32																						0
denofevillight	287	23		1																																																					300		10		255	255	255	0	0	1	LightBeams	1024	21	16																												1					1						8																																					4																						0
cairnstones	288	24		17	32				40	Fade Frames	2	Lightning Missile Delay	17	Radius to create Lightning Missiles	38	Levels ID # for portal destination	100	Frame Delay until portal spawns			40	Fade Frames	2	CltSubMissile1 Spawn Frame Delay	17	CltSubMissile1 Spawn Radius																															300				255	255	255	0	0	1	null	1024	2	16							1													1		1						1					1						8																																				64	1								cairnstonessky							cairn stones bolt	cairnstonesground						0
cairnstonessky	289	1		1																																																					5				255	255	255	0	0	1	null	1024	2	16					3	1	1										2			1		1						1					1						8																		ltng	1						6											64	1																						0
cairnstonesground	290	8		1																	3	# of Subloops for CltSubMissile1 (Min=1)																															20	20			30				255	255	255	0	0	1	null	1024	2	16																						1						1					1						8																																				64	1															lightninghit							0
towermist	291	25		1																	10	CltSubMissile1 Baseline Spawn Radius	3	CltSubMissile1 Spawn Radius Offset	1	CltSubMissile1 Spawn Frequency (Min = 1)																											2	2			400		2		255	255	255	0	0	1	null	1024	2	16																	1					1	1			1							1						8																																					1			countess_mist_loop												towermisttrail							0
towermisttrail	292	1		1																																																	3	3			50		2		255	255	255	0	0	1	mist	1024	14	16																												1					1						8																																					1			countess_mist_loop				towermistfade															0
brdeathsmokes1	293	1		1																																																					60				0	0	0	40	0	1	BRSmokeS1	1024	20	16											1											1	1			1							1						8																																					1							brdeathsmokenu															0
brdeathsmokenu	294	1		1																																																					340				0	0	0	0	0	1	BRSmokeNU	1024	20	16											1											1	1			1							1						8																																					1							brdeathsmokedt															0
brdeathsmokedt	295	1		1																																																					20				0	0	0	0	0	1	BRSmokeDT	1024	20	16											1											1	1			1							1						8																																					1																						0
brdeathspirits1	296	1		1																																																					60		4		255	255	255	40	0	1	BRSpiritS1	1024	20	16											1											1	1			1							1						8																																					1			bloodraven_mist_begin				brdeathspiritnu															0
brdeathspiritnu	297	1		1																																																					340		4		255	255	255	0	0	1	BRSpiritNU	1024	20	16											1											1	1			1							1						8																																					1			bloodraven_mist_loop				brdeathspiritdt															0
brdeathspiritdt	298	1		1																																																					20		4		255	255	255	0	0	1	BRSpiritDT	1024	20	16											1											1	1			1							1						8																																					1			bloodraven_mist_end																			0
mephistodeathcontrol	299	26		1																	16	Spawn Rate for CltSubMissile1	4	Spawn Rate for CltSubMissile2	20	Spawn Radius For CltSubMissile1 & CltSubMissile2																															275		6		255	255	255	0	0	0	null	1024	2	16											1												1			1							1						8																																					1															mephistofirewallmaker	mephistoflyingrocksbig						0
mephistofirewallmaker	300	27		1																	4	Retarget Frame Delay (Min=1)																															8	8			50		5		255	178	64	0	0	1	groundFireSmall	1024	2	16		1	1	2				1		1	1						1											1					1						8																																				32	1															mephistofirewall							0
mephistofirewall	301	5		1																																																					25		5	4	255	178	64	0	0	0	groundFireSmall	1024	37	16		1	12	36					1		1						1											1					1						8																																				32	1			object_fire_loop_magic																			0
mephistoflyingrocksbig	302	1	33	1																																					20	Spawn Radius for CltHitSubMissile1 (Min=3)											12	12			10	3			0	0	0	0	0	1	ExplosionSpark	1024	16	16																						1	1			1													8																																					1			sorceress_firebolt_1				mephistoexplosionbig											mephistoflyingrockssmall				0
mephistoexplosionbig	303	1		1																																																					12		13		255	178	64	0	0	0	FireArrowExplode2	1024	12	16	5																						1			1							1						8																																					1			sorceress_fireball_impact_1																			0
mephistoflyingrockssmall	304	1		1																																																	12	12			5	3			0	0	0	0	0	1	ExplosionSparkSmall	1024	16	16																						1	1			1													8																																					1							mephistoexplosionsmall															0
mephistoexplosionsmall	305	1		1																																																					12		13		255	178	64	0	0	0	FireArrowExplode2	1024	12	16	5																						1			1							1						8																																					1			sorceress_firebolt_impact_1																			0
mephistodonotdraw	306	28	34	1																	15	Activation Frame to create CltSubMissile1																																			70				0	0	0	0	0	0	null	1024	2	16																						1	1			1													8																																					1															corpseexplosion							0
andycontrol0	307	29		1																	25	Periodic Spawn Frame Delay for CltSubMissile2 (Min=1)	7	# of seconds to Camera Shake																																	350				0	0	0	0	0	0	null	1024	2	16											1											1	1			1													8																																					1															andycolumnfirebase	andyfirewallmaker	andyfallingdebris1					0
andyfirewallmaker	308	27		1																	4	Retarget Frame Delay (Min=1)																															8	8			50		8		255	178	64	0	0	1	groundFireSmall	1024	2	16		1	1	2				1		1	1						1											1					1						8																																				32	1															andyfirewall							0
andyfirewall	309	5		1																																																					25		5	4	255	178	64	0	0	0	groundFireSmall	1024	37	16		1	12	36					1		1						1											1					1						8																																				32	1																						0
andycolumnfirebase	310	5		1																																																					25		5	4	255	178	64	0	0	0	groundFireMedium	1024	37	16		1	12	36					1		1						1											1					1						8																																				32	1			andariel_fire_loop		andariel_fire_end										andycolumnfire							0
andycolumnfire	311	1		1																	-30	Z Offset	6	Z Velocity Max	3	Z Acceleration																															15				192	128	128	0	0	0	AndarielFlameDeath	1024	15	16																						1	1			1							1						8																																					1			andariel_fire_loop																			0
andyfallingdebris1	312	1	19	1																	200	Z Offset	25	Z Fall Velocity																																	8				0	0	0	0	0	0	CeilingChunkFall01	1024	1	16																						1	1			1													8																																					1															andyfallingdebris3			andydebrisexplosion1	andydebrisexplosion5			0
andyfallingdebris2	313	1	19	1																	200	Z Offset	25	Z Fall Velocity																																	8				0	0	0	0	0	0	CeilingChunkFall02	1024	1	16																						1	1			1													8																																					1																		andydebrisexplosion1	andydebrisexplosion5			0
andyfallingdebris3	314	1	19	1																	200	Z Offset	25	Z Fall Velocity																																	8				0	0	0	0	0	0	CeilingChunkFall03	1024	1	16																						1	1			1													8																																					1																		andydebrisexplosion1	andydebrisexplosion5			0
andydebrisexplosion1	315	1		1																																																					11				0	0	0	0	0	0	CeilingChunkVanish01	1024	11	16																						1	1			1													8																																					1			andariel_rock_1																			0
andydebrisexplosion2	316	1		1																																																					11				0	0	0	0	0	0	CeilingChunkVanish02	1024	11	16																						1	1			1													8																																					1			andariel_rock_1																			0
andydebrisexplosion3	317	11		1																																																					11				0	0	0	0	0	0	CeilingChunkRemain01	1024	11	16																						1	1			1													8																																					1			andariel_rock_1																			0
andydebrisexplosion4	318	11		1																																																					11				0	0	0	0	0	0	CeilingChunkRemain02	1024	11	16																						1	1			1													8																																					1			andariel_rock_1																			0
andydebrisexplosion5	319	11		1																																																					11				0	0	0	0	0	0	CeilingChunkRemain03	1024	11	16																						1	1			1													8																																					1			andariel_rock_1																			0
willowisplightningbolt	320	8		1																	3	# of Subloops for CltSubMissile1 (Min=1)																															32	32			40		8		178	178	255	1	0	2	null	1024	2	16					3			1		1							2											1	1	1			1				4		8		64																ltng																		64	1			monster_lightning_1												lightninghit							0
queenpoisoncloud	321	1		1																																																	8	64		1	92		4		64	255	64	16	0	0	poisonNova	1024	30	16					3	1		1	1	1							1											1	1	1			1				4																				pois	6	6	6	6	6	6	16	6	6	6	6	6		800					32			object_poison_loop																			0
dirt pile	322	2																																																							128				255	255	255	0	0	0	SandMaggotDirtPile	1024	1	16								1									1											1											8																																					8																						0
undeadmissile1	323	1		1																																																	20	20			40		9		255	255	255	1	0	1	SkullPoison	1024	12	16					3	1		1		1							1											1	1	1			1				4																				pois	10	12	14	14	14	14	10	12	14	14	14	14		350					16			monster_poisonbolt																			0
undeadmissile2	324	1		1																																																	20	20			40		9		255	255	255	1	0	1	SkullFire	1024	12	16					3	1		1		1							1											1	1	1			1				4		8																		fire	9	12	14	16	16	16	18	12	14	16	16	16							8			monster_firebolt_1	sorceress_fireball_impact_1																		0
undeadmissile3	325	1		1																																																	20	20			40		9		255	255	255	1	0	1	SkullIce	1024	12	16					3	1		1		1							1											1	1	1			1				4		8																		cold	7	12	14	16	16	16	14	12	14	16	16	16		40					16			monster_icebolt_1	sorceress_iceblast_impact_1																		0
undeadmissile4	326	1		1																																																	20	20			40		9		255	255	255	1	0	1	SkullUnholy	1024	12	16					3	1		1		1							1											1	1	1			1				4		8					7	10	10	11	11	11	11	10	10	11	11	11																					16			monster_poisonbolt																			0
bonespiritexplode	327	1		1																																																					12				255	255	255	0	0	0	BoneSpiritExplode	1024	13	16																										1		1					1																																											1																						0
dopplezonexplode	328	1	1	1	1	7																											5	"Explosion Radius (If 0, then use Skill Calc1)"							5	Explosion Radius for CltHitSubMissile1	1	Density for CltHitSubMissile1 (Higher value means less Missiles created)									20	20			2				255	255	255	0	0	0	DopplezonExplode	1024	25	16					3	1		1		1							1					1				1		1		1			1			Decoy	5	2			1			10	5	5	5	5	5	10	5	5	5	5	5		mag																			1				paladin_holybolt_impact_1			bonespiritexplode															0
monbonespirit	329	7	13	7	10				5	Periodic Delay until Retarget	15	Radius to search for Retarget									5	"Periodic Delay until Retarget (If 0, then default to 5)"																															12	12			128		3		255	255	255	1	0	1	BoneSpirit	1024	8	16					3	1				1						-30	1					1						1	1	1			1				4		8																		mag	10	9	9	9	9	9	15	9	9	9	9	9							8			monster_bonespirit	paladin_holybolt_impact_1			bonespiritexplode															0
towermistfade	330	1		1																																																					128	1			255	255	255	0	0	0	Mist_fade	1024	14	16																												1					1						8																																					1																						0
countessfirewall	331	5		5																																																					1000	1	5		255	178	64	0	0	1	groundFireSmall	1024	37	16		1	12	36	3												1											1					1						1																		fire	3	4	4	4	4	4	5	4	4	4	4	4							1		41	object_fire_loop_magic																			0
towerchestspawner	332	30		18	33				150	Delay after opening chest	2	Periodic Item Spawn Rate (#*4) (Min=1)	5	Radius to spawn items							150	Delay after opening chest before starting CltParam2	2	Periodic Rate to create CltSubMissile1	5	Radius to create CltSubMissile1																															400	1	15		192	192	255	0	0	0	null	1024	2	16																						1						1					1						8																																					1															towermisttrail							0
hellmeteorlaunch1	333	1		1																																																					22				255	255	255	0	0	0	meteorlavaburst	1024	11	16																																							8																																					1																						0
hellmeteorlaunch2	334	1		1																																																					22				255	255	255	0	0	0	meteorlavaburst2	1024	11	16																																	1						8																																					1																						0
hellmeteorup	335	1		1																																																					50				255	255	255	0	0	1	meteorlavaup	1024	9	16																																	1						8																																					1																						0
