Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
of Greed	0	1	1	2		1					22	gold%		40	60										ring	amul	misl										0	0
of Wealth	0	1	1	17		12					22	gold%		80	120									lgld	boot	glov	belt	amul	misl								0	0
of Chance	1	1	1	12		9				4	22	mag%		5	15										boot	glov	ring	amul	circ								0	0
of Fortune	1	1	1	16		12				4	22	mag%		16	25									lgld	boot	glov	amul	circ									0	0
of Fortune	1	1		42		31				4	22	mag%		16	25									lgld	ring												0	0
of Luck	100	1		26		19				4	22	mag%		26	35									lgld	boot	amul	circ										0	0
of Fortune	100	1	1	31		18				3	22	mag%		3	5										scha												0	0
of Good Luck	100	1		47		33				2	22	mag%		6	7										scha												0	0
of Prosperity	100	1	1	26		19				2	22	mag%		5	10										jewl												0	0
of Chance	0	1	1	12		9					23	mag%		10	19										ring	amul	misl										0	0
of Fortune	0	1	1	16		12					23	mag%		20	35									lgld	boot	glov	amul	misl									0	0
of Energy	1	1	1	1		1				4	23	enr		1	3										amul	orb	circ	wand	staf	xbow							0	0
of the Mind	1	1	1	7		3				4	23	enr		4	6										amul	orb	circ	wand	staf	xbow							0	0
of Brilliance	1	1	1	13		9				3	23	enr		7	10										amul	orb	circ	wand	staf	xbow							0	0
of Sorcery	1	1	1	21		16				3	23	enr		11	15										amul	orb	circ	wand	staf	xbow							0	0
of Wizardry	1	1	1	31		23				3	23	enr		16	20									dgld	amul	orb	circ	wand	staf	xbow							0	0
of Enlightenment	100	1		41		33				3	23	enr		21	30									dgld	amul	orb	circ	wand	staf	xbow							0	0
of Energy	1	1	1	7		5				4	23	enr		1	3										ring												0	0
of the Mind	1	1	1	13		9				3	23	enr		4	6										ring												0	0
of Brilliance	1	1	1	21		16				3	23	enr		7	10										ring												0	0
of Sorcery	1	1	1	31		23				3	23	enr		11	15										ring												0	0
of Wizardry	100	1		41		33				3	23	enr		16	20									dgld	ring												0	0
of Energy	1	1	1	4		3				3	23	enr		1	3										helm	scep											0	0
of the Mind	1	1	1	10		7				3	23	enr		4	6										helm	scep											0	0
of Brilliance	1	1	1	16		12				3	23	enr		7	10										helm	scep											0	0
of Sorcery	100	1		26		21				3	23	enr		11	15									dgld	helm	scep											0	0
of Knowledge	100	1	1	9		6				3	23	enr		1	5										jewl												0	0
of Knowledge	100	1	1	24		18				3	23	enr		4	6										jewl												0	0
of Knowledge	100	1	1	41		33				3	23	enr		7	9										jewl												0	0
of Energy	1	1	1	1	4	1				4	23	enr		1	1										amul	orb	circ	wand	staf	helm	ring						0	0
of Energy	0	1	1	4		3					24	mana		1	1										ring	amul	misl										0	0
of Energy	0	1	1	5		3					24	mana		1	5										rod	ring	amul	misl									0	0
of the Mind	0	1	1	10		7					24	mana		6	10										rod	ring	amul	misl									0	0
of Brilliance	0	1	1	18		13					24	mana		11	15										rod	ring	amul	misl									0	0
of Sorcery	0	1	1	22		16					24	mana		16	20									dgld	rod	amul											0	0
of Wizardry	0	1	1	30		22					24	mana		21	30									dgld	rod	ring	amul	misl									0	0
of Light	1	1	1	6		4				1	25	light		1	1	att		15	15						armo	rod	ring	amul									0	0
of Radiance	1	1	1	15		11				1	25	light		3	3	att		30	30						rod	miss	ring	amul	helm								0	0
of the Sun	1	1	1	17		12				1	25	light		5	5	att%		5	5						rod	miss	glov	ring	amul	helm							0	0
of Light	1	1	1	1	5	1				4	25	light		1	1	att		10	10						ring	amul											0	0
of Light	0	1	1	6		4					26	light		1	1										armo	rod	miss	ring	amul								0	0
of Radiance	0	1	1	15		11					26	light		3	3										rod	miss	ring	amul									0	0
of the Sun	0	1	1	17		12					26	light		5	5										rod	miss	glov	ring	amul								0	0
of the Jackal	1	1	1	1		1				3	26	hp		1	5										tors	belt	amul	phlm	circ								0	0
of the Fox	1	1	1	7		5				3	26	hp		6	10										tors	belt	amul	phlm	circ								0	0
of the Wolf	1	1	1	15		11				3	26	hp		11	20										tors	belt	amul	phlm	circ								0	0
of the Tiger	1	1	1	20		15				3	26	hp		21	30										tors	belt	amul	phlm	circ								0	0
of the Mammoth	1	1	1	25		18				3	26	hp		31	40									cred	tors	belt	amul	phlm	circ								0	0
of the Colosuss	1	1	1	30		22				3	26	hp		41	60									cred	tors	belt	amul	phlm	circ								0	0
of the Squid	100	1		40		30				3	26	hp		61	80									cred	tors	belt	amul	phlm	circ								0	0
of the Whale	100	1		50		37				3	26	hp		81	100									cred	tors	belt	amul	phlm	circ								0	0
of the Jackal	100	1	1	4		3				3	26	hp		1	5										shld	pelt	misl										0	0
of the Fox	100	1	1	11		8				3	26	hp		6	10										shld	pelt	misl										0	0
of the Wolf	100	1	1	27		20				3	26	hp		11	20										shld	pelt	misl										0	0
of the Tiger	100	1	1	43		35				3	26	hp		21	30										shld	pelt											0	0
of the Mammoth	100	1	1	59		51				3	26	hp		31	40									cred	shld	pelt											0	0
of the Colosuss	100	1		75		67				3	26	hp		41	60									cred	shld	pelt											0	0
of the Jackal	1	1	1	8		6				3	26	hp		1	5										club	hamm	mace	ring	helm								0	0
of the Fox	1	1	1	17		13				3	26	hp		6	10										club	hamm	mace	ring	helm								0	0
of the Wolf	1	1	1	34		26				3	26	hp		11	20										club	hamm	mace	ring	helm								0	0
of the Tiger	1	1	1	51		43				3	26	hp		21	30										club	hamm	mace	ring	helm								0	0
of the Mammoth	1	1	1	68		60				3	26	hp		31	40									cred	club	hamm	mace	ring	helm								0	0
of Life	100	1	1	1		1				4	26	hp		5	10										lcha												0	0
of Life	100	1	1	9		6				4	26	hp		11	15										lcha												0	0
of Life	100	1	1	19		14				4	26	hp		16	20										lcha												0	0
of Substinence	100	1	1	31		23				4	26	hp		21	25										lcha												0	0
of Substinence	100	1	1	45		37				4	26	hp		26	30										lcha												0	0
of Substinence	100	1	1	61		53				4	26	hp		31	35										lcha												0	0
of Vita	100	1		77		69				4	26	hp		36	40										lcha												0	0
of Vita	100	1		91		83				4	26	hp		41	45										lcha												0	0
of Vita	100	1		110		97				4	26	hp		46	50										lcha												0	0
of Life	100	1	1	1		9				4	26	hp		6	10										mcha												0	0
of Life	100	1	1	12		9				4	26	hp		11	15										mcha												0	0
of Substinence	100	1	1	26		19				4	26	hp		16	20										mcha												0	0
of Substinence	100	1	1	42		34				4	26	hp		21	25										mcha												0	0
of Vita	100	1		58		50				4	26	hp		26	30										mcha												0	0
of Vita	100	1		74		66				4	26	hp		31	35										mcha												0	0
of Life	100	1	1	1		14				4	26	hp		5	10										scha												0	0
of Substinence	100	1	1	23		17				4	26	hp		11	15										scha												0	0
of Vita	100	1		47		39				4	26	hp		16	20										scha												0	0
of Spirit	100	1	1	1		1				4	26	hp		3	8										jewl												0	0
of Hope	100	1		45		37				4	26	hp		9	20										jewl												0	0
of Life	0	1	1	23		17					27	hp		5	5										tors	helm	shld	belt	amul	misl							0	0
of the Jackal	0	1	1	3		2					27	hp		1	5										armo	rod	ring	amul									0	0
of the Fox	0	1	1	6		4					27	hp		5	10										armo	rod	ring	amul	misl								0	0
of the Wolf	0	1	1	14		10					27	hp		11	20										armo	rod	ring	amul	misl								0	0
of the Wolf	0	1	1	45		33					27	hp		11	20										weap	misl						rod					0	0
of the Tiger	0	1	1	20		15					27	hp		21	30										armo	ring	amul										0	0
of the Mammoth	0	1	1	24		18					27	hp		31	40									cred	tors	helm	shld	ring	amul								0	0
of the Mammoth	0	1	1	60		45					27	hp		31	40									cred	mele	glov	belt					rod					0	0
of the Colosuss	0	1	1	30		22					27	hp		41	60									cred	tors	helm	shld	belt	amul								0	0
of the Leech	1	1	1	6		4				7	27	lifesteal		4	5										weap							orb					0	0
of the Locust	1	1	1	20		15				7	27	lifesteal		6	7									cred	mele							orb					0	0
of the Lamprey	100	1	1	55		43				7	27	lifesteal		8	9									cred	mele							orb					0	0
of the Leech	1	1	1	14		10				4	27	lifesteal		3	4										ring	circ											0	0
of the Locust	1	1	1	47		35				4	27	lifesteal		5	6										ring	circ											0	0
of the Lamprey	100	1	1	77		65				4	27	lifesteal		7	8									cred	ring	circ											0	0
of the Leech	1	1	1	34		26				4	27	lifesteal		3	3									cred	glov												0	0
of the Leech	100	1	1	24		20				2	27	lifesteal		2	3										amul												0	0
of the Locust	100	1	1	57		45				2	27	lifesteal		4	5										amul												0	0
of the Lamprey	100	1	1	85		73				2	27	lifesteal		6	6									cred	amul												0	0
of the Leech	0	1	1	6		4					28	lifesteal		4	7										weap	ring	amul	misl									0	0
of the Locust	0	1	1	20		15					28	lifesteal		8	10									cred	mele	misl											0	0
of the Bat	1	1	1	7		4				7	28	manasteal		4	5										weap	misl						orb					0	0
of the Wraith	1	1	1	21		16				7	28	manasteal		6	7									cred	mele												0	0
of the Vampire	100	1	1	56		48				7	28	manasteal		8	9									cred	mele												0	0
of the Bat	1	1	1	15		11				4	28	manasteal		3	4										amul	circ											0	0
of the Wraith	1	1	1	58		40				4	28	manasteal		5	6										amul	circ											0	0
of the Vampire	100	1	1	78		66				4	28	manasteal		7	8									cred	amul	circ											0	0
of the Bat	1	1	1	35		27				4	28	manasteal		3	3									cred	glov												0	0
of the Bat	1	1	1	25		21				2	28	manasteal		2	3										ring												0	0
of the Wraith	1	1	1	58		46				2	28	manasteal		4	5										ring	misl	xbow										0	0
of the Vampire	100	1	1	86		74				2	28	manasteal		6	6									cred	ring	misl	xbow										0	0
of the Bat	0	1	1	6		4					29	manasteal		4	8										weap	ring	amul	misl									0	0
of the Vampire	0	1	1	20		15					29	manasteal		9	12									cblu	mele	misl											0	0
of Defiance	1	1	1	25		18				2	29	res-pois-len		75	75									dred	tors	shld	amul	circ									0	0
of Amelioration	1	1	1	18		13				3	29	res-pois-len		50	50										tors	shld	amul	circ	misl								0	0
of Remedy	100	1	1	7		5				3	29	res-pois-len		25	25										armo	ring	amul	circ	misl								0	0
of Defiance	0	1	1	25		18					30	res-pois-len		75	75									dred	tors	helm	shld	amul	misl								0	0
of Amelioration	0	1	1	18		13					30	res-pois-len		50	50										tors	helm	shld	amul	misl								0	0
of Remedy	0	1	1	7		5					30	res-pois-len		25	25										armo	ring	amul	misl									0	0
of Simplicity	1	1	1	25		18				2	30	ease		-30	-30										tors	weap	shld					rod	orb				0	0
of Ease	1	1	1	15		11				3	30	ease		-20	-20										tors	weap	shld					rod	orb				0	0
of Freedom	100	1	1	1		1				3	30	ease		-15	-15										jewl												0	0
of Dexterity	100	1	1	1		1				4	31	dex		3	4										lcha												0	0
of Dexterity	100	1	1	3		2				4	31	dex		2	3										mcha												0	0
of Dexterity	100	1	1	7		5				4	31	dex		1	1										scha												0	0
of Dexterity	100	1	1	14		10				4	31	dex		5	6										lcha												0	0
of Dexterity	100	1	1	18		13				4	31	dex		4	5										mcha												0	0
of Dexterity	100	1	1	22		16				4	31	dex		2	2										scha												0	0
of Strength	1	1	1	1		1				4	31	str		1	2										amul	belt	club	hamm	circ								0	0
of Might	1	1	1	10		8				3	31	str		3	5										amul	belt	club	hamm	circ								0	0
of the Ox	1	1	1	26		19				3	31	str		6	9										amul	belt	club	hamm	circ								0	0
of the Giant	1	1	1	42		34				3	31	str		10	15										amul	belt	club	hamm	circ								0	0
of the Titan	1	1	1	58		50				3	31	str		16	20									dgld	amul	belt	club	hamm	circ								0	0
of Atlus	100	1	1	71		63				3	31	str		21	30									dgld	amul	belt	club	hamm	circ								0	0
of Strength	1	1	1	5		3				4	31	str		1	2										ring	scep	mace	tors									0	0
of Might	1	1	1	21		15				3	31	str		3	5										ring	scep	mace	tors									0	0
of the Ox	1	1	1	38		30				3	31	str		6	9										ring	scep	mace	tors									0	0
of the Giant	1	1	1	55		47				3	31	str		10	15										ring	scep	mace	tors									0	0
of the Titan	100	1	1	74		66				3	31	str		16	20									dgld	ring	scep	mace	tors									0	0
of Strength	1	1	1	12		8				3	31	str		1	2										mele	glov	shld					blun					0	0
of Might	1	1	1	33		25				3	31	str		3	5										mele	glov	shld					blun					0	0
of the Ox	1	1	1	45		37				3	31	str		6	9										mele	glov	shld					blun					0	0
of the Giant	100	1	1	59		51				3	31	str		10	15									dgld	mele	glov						blun					0	0
of Strength	100	1	1	1		1				4	31	str		3	4										lcha												0	0
of Strength	100	1	1	3		2				4	31	str		2	3										mcha												0	0
of Strength	100	1	1	7		5				4	31	str		1	1										scha												0	0
of Strength	100	1	1	14		10				4	31	str		5	6										lcha												0	0
of Strength	100	1	1	18		13				4	31	str		4	5										mcha												0	0
of Strength	100	1	1	22		16				4	31	str		2	2										scha												0	0
of Virility	100	1	1	18		13				4	31	str		1	4										jewl												0	0
of Virility	100	1	1	33		25				4	31	str		5	6										jewl												0	0
of Virility	100	1	1	50		42				4	31	str		7	9										jewl												0	0
of Strength	1	1	1	1	11	1				4	31	str		1	1										glov												0	0
of Strength	1	1	1	1	4	1				4	31	str		1	1										ring												0	0
of Simplicity	0	1	1	25		18					32	ease		-40	-40										tors	helm	weap	shld				rod					0	0
of Ease	0	1	1	15		11					32	ease		-20	-20										tors	helm	weap	shld				rod					0	0
of Strength	0	1	1	5		3					34	str		1	3										belt	ring	amul	misl									0	0
of Might	0	1	1	10		7					34	str		4	6										mele	shld	ring	amul	misl			wand	staf				0	0
of the Ox	0	1	1	18		13					34	str		7	10										mele	belt	ring	amul	misl			wand	staf				0	0
of the Ox	0	1	1	47		35					34	str		7	10										shld	boot	glov	misl									0	0
of the Giant	0	1	1	22		16					34	str		11	15									dgld	mele	belt	amul	misl				wand	staf				0	0
of the Giant	0	1	1	62		46					34	str		11	15									dgld	boot	glov	ring	shld									0	0
of the Titan	0	1	1	30		22					34	str		16	20									dgld	boot	belt	amul										0	0
of Pacing	0	1	1	2		1					35	move		10	10										boot	misl											0	0
of Haste	0	1	1	12		9					35	move		20	20										boot	misl											0	0
of Speed	0	1	1	22		16					35	move		30	30										boot												0	0
of Pacing	1	1	1	12		8				3	35	move		10	10										boot	circ											0	0
of Haste	1	1	1	22		16				4	35	move		20	20										boot	circ											0	0
of Speed	1	1	1	37		29				4	35	move		30	30										boot	circ											0	0
of Traveling	100	1		65		57				4	35	move		30	30	stamdrain		80	90						boot												0	0
of Acceleration	100	1		51		43				4	35	move		40	40										boot												0	0
of Inertia	100	1	1	19		14				4	35	move		7	7										lcha												0	0
of Inertia	100	1	1	24		18				4	35	move		5	5										mcha												0	0
of Inertia	100	1		35		27				4	35	move		3	3										scha												0	0
of Self-Repair	100	1	1	3		1				3	37	rep-dur	3												weap	armo						thro	miss				0	0
of Fast Repair	100	1	1	20		12				2	37	rep-dur	5												weap	armo						thro	miss				0	0
of Ages	100	1		50		42				1	39	indestruct													weap	armo						thro	miss				0	0
of Replenishing	100	0	1	5		3				6	39	rep-quant	5												thro												0	0
of Propogation	100	0	1	24		18				5	39	rep-quant	10												thro												0	0
of the Kraken	100	1		20		1				1	41	hp/lvl	6											cred	tors	amul	pelt	phlm									0	0
of Memory	100	1		20		1				1	41	mana/lvl	6											cred	circ	amul	pelt										0	0
of the Elephant	100	1		37		7				2	41	hp/lvl	4			mana/lvl	2							cred	circ	pelt	misl										0	0
of Power	100	1		1		1				1	42	str/lvl	3											dgld	parm												0	0
of Grace	100	1		1		1				1	42	dex/lvl	3											dgld	helm	amul	misl										0	0
of Grace and Power	100	1	1	1		1				1	42	str/lvl	1			dex/lvl	1							dgld	parm												0	0
of the Yeti	100	1		1		1				1	43	res-cold/lvl	3											lblu	xbow												0	0
of the Phoenix	100	1		1		1				1	43	res-fire/lvl	3											cred	sglv	orb	xbow										0	0
of the Efreeti	100	1		1		1				1	43	res-ltng/lvl	3											cblu	bblt												0	0
of the Cobra	100	1		1		1				1	43	res-pois/lvl	3											dyel	scyt												0	0
of the Elements	100	1		1		1				10	43	res-cold/lvl	1			res-fire/lvl	1			res-ltng/lvl	1			dgld	circ	parm											0	0
of Firebolts	100	1	1	16		12				1	44	hit-skill	CTC_FireBolt	10	8										weap							miss					0	0
of Firebolts	100	1	1	6		4				1	44	att-skill	CTC_FireBolt	5	3										weap							miss					0	0
of Firebolts	100	1	1	20		15				1	44	att-skill	CTC_FireBolt	10	4										weap							miss					0	0
of Charged Shield	100	1	1	6		4				1	44	gethit-skill	CTC_ChargedBolt	10	3										armo	ring	amul										0	0
of Charged Shield	100	1	1	16		12				1	44	gethit-skill	CTC_ChargedBolt	12	4										armo	ring	amul										0	0
of Charged Shield	100	1	1	26		19				1	44	gethit-skill	CTC_ChargedBolt	14	5										armo	ring	amul										0	0
of Icebolt	100	1	1	6		4				1	44	att-skill	CTC_IceBolt	5	3									lblu	weap							miss					0	0
of Frozen Armor	100	1	1	12		10				1	44	gethit-skill	CTC_FrostNova	5	5									dblu	tors												0	0
of Static Field	100	1	1	55		9				1	44	att-skill	CTC_StaticField	10	5									dyel	xbow	hamm											0	0
of Telekinesis	100		1							1	44																										0	0
of Frost Shield	100	1	1	12		9				1	44	gethit-skill	CTC_FrostNova	5	3									lblu	armo	amul											0	0
of Ice Blast	100	1	1	18		4				1	44	hit-skill	CTC_IceBlast	5	3									cblu	xbow	misl											0	0
of Blaze	100	1	1	18		12				1	44	gethit-skill	CTC_Blaze	5	3									cred	boot												0	0
of Fire Ball	100	1	1	18		9				1	44	hit-skill	CTC_FireBall	10	8									cred	xbow	misl											0	0
of Nova	100	1	1	18		13				1	44	hit-skill	CTC_Nova	10	3									cblu	weap	misl						miss					0	0
of Nova	100	1	1	28		21				1	44	hit-skill	CTC_Nova	12	4									cblu	weap	misl						miss					0	0
of Nova Shield	100	1	1	18		13				1	44	gethit-skill	CTC_Nova	10	3									cblu	armo	ring											0	0
of Nova Shield	100	1	1	28		21				1	44	gethit-skill	CTC_Nova	12	4									cblu	armo	ring											0	0
of Nova Shield	100	1	1	38		28				1	44	gethit-skill	CTC_Nova	14	5									cblu	armo	ring											0	0
of Lightning	100	1	1	18		13				1	44	att-skill	CTC_Lightning	5	3									cblu	weap							miss					0	0
of Lightning	100	1		12		18		sor	9	1	44	charged	Lightning	50	1									cblu	weap												0	0
of Shiver Armor	100										44																										0	0
of Fire Wall	100										44																										0	0
of Enchant	100	1	1	40		25				1	44	gethit-skill	CTC_Enchant	5	15									dred	misl	bran	spea										0	0
of Chain Lightning	100	1	1	25		18				1	44	att-skill	CTC_ChainLightning	5	3										weap	ring	amul					miss					0	0
of Chain Lightning	100	1	1	35		26				1	44	att-skill	CTC_ChainLightning	8	3										weap	ring	amul					miss					0	0
of Chain Lightning	100	1	1	45		33				1	44	att-skill	CTC_ChainLightning	8	5										weap	ring	amul					miss					0	0
of Teleport Shield	100	1		25		18				1	44	gethit-skill	Teleport	10	3									whit	armo	ring	amul										0	0
of Teleport Shield	100	1		35		26				1	44	gethit-skill	Teleport	14	3									whit	armo	ring	amul										0	0
of Teleport Shield	100	1		45		33				1	44	gethit-skill	Teleport	18	3									whit	armo	ring	amul										0	0
of Glacial Spike	100	1	1	35		25				1	44	att-skill	CTC_GlacialSpike	5	10									lblu	xbow												0	0
of Meteor	100	1	1	60		33				1	44	hit-skill	CTC_Meteor	3	12									cred	xbow	bblt	misl										0	0
of Energy Shield	100										44																										0	0
of Blizzard	100	1	1							1	44	hit-skill	CTC_Blizzard	2	12									dblu	xbow	sglv	bblt										0	0
of Chilling Armor	100										44																										0	0
of Frozen Orb	100	1	1	60		22				1	44	hit-skill	CTC_FrozenOrb	3	15																						0	0
of Lower Resistance	100	1	1	36		36		nec	30	1	44	charged	Lower Resist	60	3										amul	miss	sglv										0	0
of Lower Resistance	100	1	1	72		72		nec	30	1	44	charged	Lower Resist	60	8										staf	xbow											0	0
of Damage Amplification	100	1	1	3						1	44	hit-skill	CTC_TearDown	5	3										weap	misl						orb	scyt				0	0
of Haste	100	1	1	10		1				4	45	cdr		1	3										lcha												0	0
of Haste	100	1	1	20		10				4	45	cdr		2	4										lcha												0	0
of Haste	100	1	1	40		22				4	45	cdr		3	6										lcha												0	0
of Haste	100	1	1	60		44				1	45	cdr		4	7										lcha												0	0
of Haste	100	1	1	85		50				1	45	cdr		5	8										lcha												0	0
of Haste	100	1	1	10		1				4	46	cdr		1	2										mcha												0	0
of Haste	100	1	1	20		1				4	46	cdr		1	3										mcha												0	0
of Haste	100	1	1	40		1				4	46	cdr		2	4										mcha												0	0
of Haste	100	1	1	60		1				1	46	cdr		2	5										mcha												0	0
of Haste	100	1	1	85		1				1	46	cdr		1	6										mcha												0	0
of Haste	100	1	1	16		1				4	47	cdr		1	2										scha												0	0
of Haste	100	1	1	22		10				4	47	cdr		1	3										scha												0	0
of Haste	100	1	1	44		20				4	47	cdr		1	4										scha												0	0
of Haste	100	1	1	66		30				4	47	cdr		2	4										scha												0	0
of Haste	100	1	1	70		45				1	47	cdr		3	4										scha												0	0
of Haste	100	1	1	85		55				1	47	cdr		2	5										scha												0	0
of Suggestion	100	1		40		25				1	48	skill-rand	1	6	35										mcha												0	0
of Suggestion	100	1		40		25				1	48	skill-rand	1	36	65										mcha												0	0
of Suggestion	100	1		40		25				1	48	skill-rand	1	66	95										mcha												0	0
of Suggestion	100	1		40		25				1	48	skill-rand	1	96	97										mcha												0	0
of Suggestion	100	1		40		25				1	48	skill-rand	1	100	103										mcha												0	0
of Suggestion	100	1		40		25				1	48	skill-rand	1	105	107										mcha												0	0
of Suggestion	100	1		40		25				1	48	skill-rand	1	109	125										mcha												0	0
of Suggestion	100	1		40		25				1	48	skill-rand	1	126	155										mcha												0	0
of Suggestion	100	1		40		25				1	48	skill-rand	1	174	177										mcha												0	0
of Suggestion	100	1		40		25				1	48	skill-rand	1	221	250										mcha												0	0
of Suggestion	100	1		40		25				1	48	skill-rand	1	251	280										mcha												0	0
of Ether Stream	100	1	1	9		12				1	49	extra-mag		1	2										jewl												0	0
of Ether Stream	100	1	1	25		28				1	49	extra-mag		1	3										jewl												0	0
of Ether Stream	100	1	1	46		50				1	49	extra-mag		2	5										jewl												0	0
of Ether Stream	100	1	1	85		90				1	49	extra-mag		3	8										jewl												0	0
