Hireling	*SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Dmg-Min	Dmg-Max	Dmg/Lvl	ResistFire	ResistFire/Lvl	ResistCold	ResistCold/Lvl	ResistLightning	ResistLightning/Lvl	ResistPoison	ResistPoison/Lvl	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	HiringMaxLevelDifference	resurrectcostmultiplier	resurrectcostdivisor	resurrectcostmax	equivalentcharclass
Desert Mercenary	HolyFreeze-Nightmare	100	10	338	2	2	75	198	patreonb1	patreonb33	2500	120	1430	40	1027	30	173	16	139	11	1196	36	48	55	8	142	4	142	4	142	4	142	4	skHolyFreeze	5	MercAura2	1	1	0	4	10	Jab	14	1	0	8	10	Enlightened Justice	4	1	0	8	10	Blood Shield	4	1	0	8	10	Blink Strike	4	1	0	8	10	Critical Strike	1	1	0	8	10	1	1	1	5000	nec
Desert Mercenary	Might-Nightmare	100	11	338	2	2	43	198	patreonb1	patreonb33	2500	120	630	25	419	24	117	16	91	11	428	24	24	31	6	86	7	86	7	86	7	86	7	skMight	5	MercAura2	1	1	0	4	10	Jab	14	1	0	8	10	Enlightened Justice	4	1	0	8	10	Blood Shield	4	1	0	8	10	Blink Strike	4	1	0	8	10	Critical Strike	1	1	0	8	10	1	1	1	5000	nec
Desert Mercenary	Might-Nightmare	100	11	338	2	2	75	198	patreonb1	patreonb33	2500	120	1430	40	1027	30	173	16	139	11	1196	36	48	55	8	142	4	142	4	142	4	142	4	skMight	5	MercAura2	1	1	0	4	10	Jab	14	1	0	8	10	Enlightened Justice	4	1	0	8	10	Blood Shield	4	1	0	8	10	Blink Strike	4	1	0	8	10	Critical Strike	1	1	0	8	10	1	1	1	5000	nec
Desert Mercenary	Comb-Hell	100	12	338	2	3	75	198	patreonb1	patreonb33	2500	130	1430	40	1027	30	173	16	139	11	1196	36	48	55	8	142	4	142	4	142	4	142	4	skPrayer	5	MercAura2	1	1	0	8	10	Jab	14	1	0	16	10	Enlightened Justice	4	1	0	16	10	Blood Shield	4	1	0	16	10	Blink Strike	4	1	0	16	10	Critical Strike	1	1	0	16	10	1	1	1	5000	nec
Desert Mercenary	Def-Hell	100	13	338	2	3	75	198	patreonb1	patreonb33	2500	130	1430	40	1027	30	173	16	139	11	1196	36	48	55	8	142	4	142	4	142	4	142	4	skDefiance	5	MercAura2	1	1	0	8	10	Jab	14	1	0	16	10	Enlightened Justice	4	1	0	16	10	Blood Shield	4	1	0	16	10	Blink Strike	4	1	0	16	10	Critical Strike	1	1	0	16	10	1	1	1	5000	nec
Desert Mercenary	Off-Hell	100	14	338	2	3	75	198	patreonb1	patreonb33	2500	130	1430	40	1027	30	173	16	139	11	1196	36	48	55	8	142	4	142	4	142	4	142	4	skBlessedAim	5	MercAura2	1	1	0	8	10	Jab	14	1	0	16	10	Enlightened Justice	4	1	0	16	10	Blood Shield	4	1	0	16	10	Blink Strike	4	1	0	16	10	Critical Strike	1	1	0	16	10	1	1	1	5000	nec
Desert Mercenary	Thorns-Hell	100	33	338	2	3	75	198	patreonb1	patreonb33	2500	130	1430	40	1027	30	173	16	139	11	1196	36	48	55	8	142	4	142	4	142	4	142	4	skThorns	5	MercAura2	1	1	0	8	10	Jab	14	1	0	16	10	Enlightened Justice	4	1	0	16	10	Blood Shield	4	1	0	16	10	Blink Strike	4	1	0	16	10	Critical Strike	1	1	0	16	10	1	1	1	5000	nec
Desert Mercenary	HolyFreeze-Hell	100	34	338	2	3	75	198	patreonb1	patreonb33	2500	130	1430	40	1027	30	173	16	139	11	1196	36	48	55	8	142	4	142	4	142	4	142	4	skHolyFreeze	5	MercAura2	1	1	0	8	10	Jab	14	1	0	16	10	Enlightened Justice	4	1	0	16	10	Blood Shield	4	1	0	16	10	Blink Strike	4	1	0	16	10	Critical Strike	1	1	0	16	10	1	1	1	5000	nec
Desert Mercenary	Might-Hell	100	35	338	2	3	75	198	patreonb1	patreonb33	2500	130	1430	40	1027	30	173	16	139	11	1196	36	48	55	8	142	4	142	4	142	4	142	4	skMight	5	MercAura2	1	1	0	8	10	Jab	14	1	0	16	10	Enlightened Justice	4	1	0	16	10	Blood Shield	4	1	0	16	10	Blink Strike	4	1	0	16	10	Critical Strike	1	1	0	16	10	1	1	1	5000	nec
Eastern Sorceror	Fire-Normal	0	15	359	3	1	15	252	patreonc1	patreonc33	2500	110	160	12	80	20	49	10	40	8	15	10	1	7	4	25	7	25	7	25	7	25	7	strhirespecial7	5	MercAura3	1	1	0	1	10	Hydra	4	1	0	1	10	Mass Enchant	7	1	0	1	10	Mana Storm	7	1	0	1	10	Cold Crippler	7	1	0	1	10	Frozen Orb	7	1	0	1	10	1	1	1	5000	sor
Eastern Sorceror	Fire-Normal	0	15	359	3	1	37	252	patreonc1	patreonc33	2500	110	336	18	168	30	77	10	62	8	235	20	12	18	4	64	7	64	7	64	7	64	7	strhirespecial7	5	MercAura3	1	1	0	1	10	Hydra	4	1	0	1	10	Mass Enchant	7	1	0	1	10	Mana Storm	7	1	0	1	10	Cold Crippler	7	1	0	1	10	Frozen Orb	7	1	0	1	10	1	1	1	5000	sor
Eastern Sorceror	Fire-Normal	0	15	359	3	1	61	252	patreonc1	patreonc33	2500	110	672	30	408	45	107	10	86	8	715	30	24	30	4	106	6	106	6	106	6	106	6	strhirespecial7	5	MercAura3	1	1	0	1	10	Hydra	4	1	0	1	10	Mass Enchant	7	1	0	1	10	Mana Storm	7	1	0	1	10	Cold Crippler	7	1	0	1	10	Frozen Orb	7	1	0	1	10	1	1	1	5000	sor
Eastern Sorceror	Cold-Normal	0	16	359	3	1	15	252	patreonc1	patreonc33	2500	120	160	12	80	20	49	10	40	8	15	10	1	7	4	25	7	25	7	25	7	25	7	strhirespecial6	5	MercAura3	1	1	0	1	10	Hydra	4	1	0	1	10	Mass Enchant	7	1	0	1	10	Mana Storm	7	1	0	1	10	Cold Crippler	7	1	0	1	10	Frozen Orb	7	1	0	1	10	1	1	1	5000	sor
Eastern Sorceror	Cold-Normal	0	16	359	3	1	37	252	patreonc1	patreonc33	2500	120	336	18	168	30	77	10	62	8	235	20	12	18	4	64	7	64	7	64	7	64	7	strhirespecial6	5	MercAura3	1	1	0	1	10	Hydra	4	1	0	1	10	Mass Enchant	7	1	0	1	10	Mana Storm	7	1	0	1	10	Cold Crippler	7	1	0	1	10	Frozen Orb	7	1	0	1	10	1	1	1	5000	sor
Eastern Sorceror	Cold-Normal	0	16	359	3	1	61	252	patreonc1	patreonc33	2500	120	672	30	408	45	107	10	86	8	715	30	24	30	4	106	4	106	4	106	4	106	4	strhirespecial6	5	MercAura3	1	1	0	1	10	Hydra	4	1	0	1	10	Mass Enchant	7	1	0	1	10	Mana Storm	7	1	0	1	10	Cold Crippler	7	1	0	1	10	Frozen Orb	7	1	0	1	10	1	1	1	5000	sor
Eastern Sorceror	Ltng-Normal	0	17	359	3	1	15	252	patreonc1	patreonc33	2500	110	160	12	80	20	49	10	40	8	15	10	1	7	4	25	7	25	7	25	7	25	7	strhirespecial5	5	MercAura3	1	1	0	1	10	Hydra	4	1	0	1	10	Mass Enchant	7	1	0	1	10	Mana Storm	7	1	0	1	10	Cold Crippler	7	1	0	1	10	Frozen Orb	7	1	0	1	10	1	1	1	5000	sor
Eastern Sorceror	Ltng-Normal	0	17	359	3	1	37	252	patreonc1	patreonc33	2500	110	336	18	168	30	77	10	62	8	235	20	12	18	4	64	7	64	7	64	7	64	7	strhirespecial5	5	MercAura3	1	1	0	1	10	Hydra	4	1	0	1	10	Mass Enchant	7	1	0	1	10	Mana Storm	7	1	0	1	10	Cold Crippler	7	1	0	1	10	Frozen Orb	7	1	0	1	10	1	1	1	5000	sor
Eastern Sorceror	Ltng-Normal	0	17	359	3	1	61	252	patreonc1	patreonc33	2500	110	672	30	408	45	107	10	86	8	715	30	24	30	4	106	4	106	4	106	4	106	4	strhirespecial5	5	MercAura3	1	1	0	1	10	Hydra	4	1	0	1	10	Mass Enchant	7	1	0	1	10	Mana Storm	7	1	0	1	10	Cold Crippler	7	1	0	1	10	Frozen Orb	7	1	0	1	10	1	1	1	5000	sor
Eastern Sorceror	Fire-Nightmare	0	18	359	3	2	37	252	patreonc1	patreonc33	2500	120	302	18	151	20	73	10	58	8	212	20	10	16	4	61	7	61	7	61	7	61	7	strhirespecial7	5	MercAura3	1	1	0	4	10	Hydra	4	1	0	8	10	Mass Enchant	7	1	0	8	10	Mana Storm	7	1	0	8	10	Cold Crippler	7	1	0	8	10	Frozen Orb	7	1	0	8	10	1	1	1	5000	sor
Eastern Sorceror	Fire-Nightmare	0	18	359	3	2	61	252	patreonc1	patreonc33	2500	120	638	30	391	30	103	10	82	8	692	30	22	28	4	103	4	103	4	103	4	103	4	strhirespecial7	5	MercAura3	1	1	0	4	10	Hydra	4	1	0	8	10	Mass Enchant	7	1	0	8	10	Mana Storm	7	1	0	8	10	Cold Crippler	7	1	0	8	10	Frozen Orb	7	1	0	8	10	1	1	1	5000	sor
Eastern Sorceror	Cold-Nightmare	0	19	359	3	2	37	252	patreonc1	patreonc33	2500	130	302	18	151	20	73	10	58	8	212	20	10	16	4	61	7	61	7	61	7	61	7	strhirespecial6	5	MercAura3	1	1	0	4	10	Hydra	4	1	0	8	10	Mass Enchant	7	1	0	8	10	Mana Storm	7	1	0	8	10	Cold Crippler	7	1	0	8	10	Frozen Orb	7	1	0	8	10	1	1	1	5000	sor
Eastern Sorceror	Cold-Nightmare	0	19	359	3	2	61	252	patreonc1	patreonc33	2500	130	638	30	391	30	103	10	82	8	692	30	22	28	4	103	4	103	4	103	4	103	4	strhirespecial6	5	MercAura3	1	1	0	4	10	Hydra	4	1	0	8	10	Mass Enchant	7	1	0	8	10	Mana Storm	7	1	0	8	10	Cold Crippler	7	1	0	8	10	Frozen Orb	7	1	0	8	10	1	1	1	5000	sor
Eastern Sorceror	Ltng-Nightmare	0	20	359	3	2	37	252	patreonc1	patreonc33	2500	120	302	18	151	20	73	10	58	8	212	20	10	16	4	61	7	61	7	61	7	61	7	strhirespecial5	5	MercAura3	1	1	0	4	10	Hydra	4	1	0	8	10	Mass Enchant	7	1	0	8	10	Mana Storm	7	1	0	8	10	Cold Crippler	7	1	0	8	10	Frozen Orb	7	1	0	8	10	1	1	1	5000	sor
Eastern Sorceror	Ltng-Nightmare	0	20	359	3	2	61	252	patreonc1	patreonc33	2500	120	638	30	391	30	103	10	82	8	692	30	22	28	4	103	4	103	4	103	4	103	4	strhirespecial5	5	MercAura3	1	1	0	4	10	Hydra	4	1	0	8	10	Mass Enchant	7	1	0	8	10	Mana Storm	7	1	0	8	10	Cold Crippler	7	1	0	8	10	Frozen Orb	7	1	0	8	10	1	1	1	5000	sor
Eastern Sorceror	Fire-Hell	0	21	359	3	3	61	252	patreonc1	patreonc33	2500	130	574	30	352	30	99	10	78	8	623	30	20	26	4	100	4	100	4	100	4	100	4	strhirespecial7	5	MercAura3	1	1	0	8	10	Hydra	4	1	0	16	10	Mass Enchant	7	1	0	16	10	Mana Storm	7	1	0	16	10	Cold Crippler	7	1	0	16	10	Frozen Orb	7	1	0	16	10	1	1	1	5000	sor
Eastern Sorceror	Cold-Hell	0	22	359	3	3	61	252	patreonc1	patreonc33	2500	140	574	30	352	30	99	10	78	8	623	30	20	26	4	100	4	100	4	100	4	100	4	strhirespecial6	5	MercAura3	1	1	0	8	10	Hydra	4	1	0	16	10	Mass Enchant	7	1	0	16	10	Mana Storm	7	1	0	16	10	Cold Crippler	7	1	0	16	10	Frozen Orb	7	1	0	16	10	1	1	1	5000	sor
Eastern Sorceror	Ltng-Hell	0	23	359	3	3	61	252	patreonc1	patreonc33	2500	130	574	30	352	30	99	10	78	8	623	30	20	27	4	100	4	100	4	100	4	100	4	strhirespecial5	5	MercAura3	1	1	0	8	10	Hydra	4	1	0	16	10	Mass Enchant	7	1	0	16	10	Mana Storm	7	1	0	16	10	Cold Crippler	7	1	0	16	10	Frozen Orb	7	1	0	16	10	1	1	1	5000	sor
Eastern Sorceror	Fire-Normal	100	15	359	3	1	15	252	patreonc1	patreonc33	2500	110	160	12	95	20	49	10	40	8	15	12	1	7	4	35	8	35	8	35	8	35	8	strhirespecial7	5	MercAura3	1	1	0	1	10	Hydra	4	1	0	1	10	Mass Enchant	7	1	0	1	10	Mana Storm	7	1	0	1	10	Cold Crippler	7	1	0	1	10	Frozen Orb	7	1	0	1	10	1	1	1	5000	sor
Eastern Sorceror	Fire-Normal	100	15	359	3	1	49	252	patreonc1	patreonc33	2500	120	534	30	419	30	92	10	74	8	423	24	18	24	4	103	7	103	7	103	7	103	7	strhirespecial7	5	MercAura3	1	1	0	1	10	Hydra	4	1	0	1	10	Mass Enchant	7	1	0	1	10	Mana Storm	7	1	0	1	10	Cold Crippler	7	1	0	1	10	Frozen Orb	7	1	0	1	10	1	1	1	5000	sor
Eastern Sorceror	Fire-Normal	100	15	359	3	1	79	252	patreonc1	patreonc33	2500	130	1224	40	907	45	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial7	5	MercAura3	1	1	0	1	10	Hydra	4	1	0	1	10	Mass Enchant	7	1	0	1	10	Mana Storm	7	1	0	1	10	Cold Crippler	7	1	0	1	10	Frozen Orb	7	1	0	1	10	1	1	1	5000	sor
Eastern Sorceror	Cold-Normal	100	16	359	3	1	15	252	patreonc1	patreonc33	2500	120	160	12	95	20	49	10	40	8	15	12	1	7	4	35	8	35	8	35	8	35	8	strhirespecial6	5	MercAura3	1	1	0	1	10	Hydra	4	1	0	1	10	Mass Enchant	7	1	0	1	10	Mana Storm	7	1	0	1	10	Cold Crippler	7	1	0	1	10	Frozen Orb	7	1	0	1	10	1	1	1	5000	sor
Eastern Sorceror	Cold-Normal	100	16	359	3	1	49	252	patreonc1	patreonc33	2500	130	534	30	419	30	92	10	74	8	423	24	18	24	4	103	7	103	7	103	7	103	7	strhirespecial6	5	MercAura3	1	1	0	1	10	Hydra	4	1	0	1	10	Mass Enchant	7	1	0	1	10	Mana Storm	7	1	0	1	10	Cold Crippler	7	1	0	1	10	Frozen Orb	7	1	0	1	10	1	1	1	5000	sor
Eastern Sorceror	Cold-Normal	100	16	359	3	1	79	252	patreonc1	patreonc33	2500	140	1224	40	907	45	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial6	5	MercAura3	1	1	0	1	10	Hydra	4	1	0	1	10	Mass Enchant	7	1	0	1	10	Mana Storm	7	1	0	1	10	Cold Crippler	7	1	0	1	10	Frozen Orb	7	1	0	1	10	1	1	1	5000	sor
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	15	252	patreonc1	patreonc33	2500	110	160	12	95	20	49	10	40	8	15	12	1	7	4	35	8	35	8	35	8	35	8	strhirespecial5	5	MercAura3	1	1	0	1	10	Hydra	4	1	0	1	10	Mass Enchant	7	1	0	1	10	Mana Storm	7	1	0	1	10	Cold Crippler	7	1	0	1	10	Frozen Orb	7	1	0	1	10	1	1	1	5000	sor
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	49	252	patreonc1	patreonc33	2500	120	534	30	419	30	92	10	74	8	423	24	18	24	4	103	7	103	7	103	7	103	7	strhirespecial5	5	MercAura3	1	1	0	1	10	Hydra	4	1	0	1	10	Mass Enchant	7	1	0	1	10	Mana Storm	7	1	0	1	10	Cold Crippler	7	1	0	1	10	Frozen Orb	7	1	0	1	10	1	1	1	5000	sor
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	79	252	patreonc1	patreonc33	2500	130	1224	40	907	45	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial5	5	MercAura3	1	1	0	1	10	Hydra	4	1	0	1	10	Mass Enchant	7	1	0	1	10	Mana Storm	7	1	0	1	10	Cold Crippler	7	1	0	1	10	Frozen Orb	7	1	0	1	10	1	1	1	5000	sor
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	49	252	patreonc1	patreonc33	2500	120	534	12	419	30	92	10	74	8	423	24	18	24	4	103	7	103	7	103	7	103	7	strhirespecial7	5	MercAura3	1	1	0	4	10	Hydra	4	1	0	8	10	Mass Enchant	7	1	0	8	10	Mana Storm	7	1	0	8	10	Cold Crippler	7	1	0	8	10	Frozen Orb	7	1	0	8	10	1	1	1	5000	sor
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	79	252	patreonc1	patreonc33	2500	130	1224	30	907	45	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial7	5	MercAura3	1	1	0	4	10	Hydra	4	1	0	8	10	Mass Enchant	7	1	0	8	10	Mana Storm	7	1	0	8	10	Cold Crippler	7	1	0	8	10	Frozen Orb	7	1	0	8	10	1	1	1	5000	sor
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	49	252	patreonc1	patreonc33	2500	130	534	40	419	30	92	10	74	8	423	24	18	24	4	103	7	103	7	103	7	103	7	strhirespecial6	5	MercAura3	1	1	0	4	10	Hydra	4	1	0	8	10	Mass Enchant	7	1	0	8	10	Mana Storm	7	1	0	8	10	Cold Crippler	7	1	0	8	10	Frozen Orb	7	1	0	8	10	1	1	1	5000	sor
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	79	252	patreonc1	patreonc33	2500	140	1224	40	907	45	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial6	5	MercAura3	1	1	0	4	10	Hydra	4	1	0	8	10	Mass Enchant	7	1	0	8	10	Mana Storm	7	1	0	8	10	Cold Crippler	7	1	0	8	10	Frozen Orb	7	1	0	8	10	1	1	1	5000	sor
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	49	252	patreonc1	patreonc33	2500	120	534	30	419	30	92	10	74	8	423	24	18	24	4	103	7	103	7	103	7	103	7	strhirespecial5	5	MercAura3	1	1	0	4	10	Hydra	4	1	0	8	10	Mass Enchant	7	1	0	8	10	Mana Storm	7	1	0	8	10	Cold Crippler	7	1	0	8	10	Frozen Orb	7	1	0	8	10	1	1	1	5000	sor
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	79	252	patreonc1	patreonc33	2500	130	1224	40	907	45	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial5	5	MercAura3	1	1	0	4	10	Hydra	4	1	0	8	10	Mass Enchant	7	1	0	8	10	Mana Storm	7	1	0	8	10	Cold Crippler	7	1	0	8	10	Frozen Orb	7	1	0	8	10	1	1	1	5000	sor
Eastern Sorceror	Fire-Hell	100	21	359	3	3	79	252	patreonc1	patreonc33	2500	130	1224	40	907	45	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial7	5	MercAura3	1	1	0	8	10	Hydra	4	1	0	16	10	Mass Enchant	7	1	0	16	10	Mana Storm	7	1	0	16	10	Cold Crippler	7	1	0	16	10	Frozen Orb	7	1	0	16	10	1	1	1	5000	sor
Eastern Sorceror	Cold-Hell	100	22	359	3	3	79	252	patreonc1	patreonc33	2500	140	1224	40	907	45	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial6	5	MercAura3	1	1	0	8	10	Hydra	4	1	0	16	10	Mass Enchant	7	1	0	16	10	Mana Storm	7	1	0	16	10	Cold Crippler	7	1	0	16	10	Frozen Orb	7	1	0	16	10	1	1	1	5000	sor
Eastern Sorceror	Ltng-Hell	100	23	359	3	3	79	252	patreonc1	patreonc33	2500	130	1224	40	907	45	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial5	5	MercAura3	1	1	0	8	10	Hydra	4	1	0	16	10	Mass Enchant	7	1	0	16	10	Mana Storm	7	1	0	16	10	Cold Crippler	7	1	0	16	10	Frozen Orb	7	1	0	16	10	1	1	1	5000	sor
Barbarian	2hs-Normal	0	24	561	5	1	28	515	patreond1	patreond33	2500	120	288	28	180	7	101	22	63	10	150	25	16	20	6	56	7	56	7	56	7	56	7	strhirespecial11	5	MercAura3	1	1	0	1	10	Whirlwind	5	1	0	1	10	Landslide	5	1	0	1	10	Life Tap	4	1	0	1	10	Berserk	4	1	0	1	10	Shout	5	1	0	1	10	1	1	1	5000	bar
Barbarian	2hs-Normal	0	24	561	5	1	42	515	patreond1	patreond33	2500	120	484	34	278	20	128	22	81	10	388	40	27	31	8	81	7	81	7	81	7	81	7	strhirespecial11	5	MercAura4	1	1	0	1	10	Ground Render	5	1	0	1	10	Landslide	5	1	0	1	10	Life Tap	4	1	0	1	10	Berserk	4	1	0	1	10	Shout	5	1	0	1	10	1	1	1	5000	bar
Barbarian	2hs-Normal	0	24	561	5	1	75	515	patreond1	patreond33	2500	120	1177	50	938	40	190	22	123	10	1279	48	60	64	8	139	4	139	4	139	4	139	4	strhirespecial11	5	MercAura4	1	1	0	1	10	Ground Render	5	1	0	1	10	Landslide	5	1	0	1	10	Life Tap	4	1	0	1	10	Berserk	4	1	0	1	10	Shout	5	1	0	1	10	1	1	1	5000	bar
Barbarian	2hs-Normal	0	25	561	5	1	28	515	patreond1	patreond33	2500	120	288	28	180	7	101	22	63	10	150	25	16	20	6	56	7	56	7	56	7	56	7	strhirespecial11	5	MercAura4	1	1	0	1	10	Ground Render	5	1	0	1	10	Landslide	5	1	0	1	10	Life Tap	4	1	0	1	10	Berserk	4	1	0	1	10	Shout	5	1	0	1	10	1	1	1	5000	bar
Barbarian	2hs-Normal	0	25	561	5	1	42	515	patreond1	patreond33	2500	120	484	34	278	20	128	22	81	10	388	40	27	31	8	81	7	81	7	81	7	81	7	strhirespecial11	5	MercAura4	1	1	0	1	10	Ground Render	5	1	0	1	10	Landslide	5	1	0	1	10	Life Tap	4	1	0	1	10	Berserk	4	1	0	1	10	Shout	5	1	0	1	10	1	1	1	5000	bar
Barbarian	2hs-Normal	0	25	561	5	1	75	515	patreond1	patreond33	2500	120	1177	50	938	40	190	22	123	10	1279	48	60	64	8	139	4	139	4	139	4	139	4	strhirespecial11	5	MercAura4	1	1	0	1	10	Ground Render	5	1	0	1	10	Landslide	5	1	0	1	10	Life Tap	4	1	0	1	10	Berserk	4	1	0	1	10	Shout	5	1	0	1	10	1	1	1	5000	bar
Barbarian	2hs-Nightmare	0	26	561	5	2	42	515	patreond1	patreond33	2500	130	436	34	250	20	125	22	76	10	349	40	25	29	8	78	7	78	7	78	7	78	7	strhirespecial11	5	MercAura4	1	1	0	4	10	Ground Render	5	1	0	8	10	Landslide	5	1	0	8	10	Life Tap	4	1	0	8	10	Berserk	4	1	0	8	10	Shout	5	1	0	8	10	1	1	1	5000	bar
Barbarian	2hs-Nightmare	0	26	561	5	2	75	515	patreond1	patreond33	2500	130	1129	50	910	40	187	22	118	10	1240	48	58	62	8	136	4	136	4	136	4	136	4	strhirespecial11	5	MercAura4	1	1	0	4	10	Ground Render	5	1	0	8	10	Landslide	5	1	0	8	10	Life Tap	4	1	0	8	10	Berserk	4	1	0	8	10	Shout	5	1	0	8	10	1	1	1	5000	bar
Barbarian	2hs-Nightmare	0	27	561	5	2	42	515	patreond1	patreond33	2500	130	436	34	250	20	125	22	76	10	349	40	25	29	8	78	7	78	7	78	7	78	7	strhirespecial11	5	MercAura4	1	1	0	4	10	Ground Render	5	1	0	8	10	Landslide	5	1	0	8	10	Life Tap	4	1	0	8	10	Berserk	4	1	0	8	10	Shout	5	1	0	8	10	1	1	1	5000	bar
Barbarian	2hs-Nightmare	0	27	561	5	2	75	515	patreond1	patreond33	2500	130	1129	50	910	40	187	22	118	10	1240	48	58	62	8	136	4	136	4	136	4	136	4	strhirespecial11	5	MercAura4	1	1	0	4	10	Ground Render	5	1	0	8	10	Landslide	5	1	0	8	10	Life Tap	4	1	0	8	10	Berserk	4	1	0	8	10	Shout	5	1	0	8	10	1	1	1	5000	bar
Barbarian	2hs-Hell	0	28	561	5	3	75	515	patreond1	patreond33	2500	140	1016	50	819	40	184	22	113	10	1116	48	56	60	8	133	4	133	4	133	4	133	4	strhirespecial11	5	MercAura4	1	1	0	8	10	Ground Render	5	1	0	16	10	Landslide	5	1	0	16	10	Life Tap	4	1	0	16	10	Berserk	4	1	0	16	10	Shout	5	1	0	16	10	1	1	1	5000	bar
Barbarian	2hs-Hell	0	29	561	5	3	75	515	patreond1	patreond33	2500	140	1016	50	819	40	184	22	113	10	1116	48	56	60	8	133	4	133	4	133	4	133	4	strhirespecial11	5	MercAura4	1	1	0	8	10	Ground Render	5	1	0	16	10	Landslide	5	1	0	16	10	Life Tap	4	1	0	16	10	Berserk	4	1	0	16	10	Shout	5	1	0	16	10	1	1	1	5000	bar
Barbarian	2hs-Normal	100	24	561	5	1	28	515	patreond1	patreond33	2500	120	450	34	300	15	101	22	63	10	150	40	16	20	6	56	7	56	7	56	7	56	7	strhirespecial11	5	MercAura4	1	1	0	1	10	Ground Render	5	1	0	1	10	Landslide	5	1	0	1	10	Life Tap	4	1	0	1	10	Berserk	4	1	0	1	10	Shout	5	1	0	1	10	1	1	1	5000	bar
Barbarian	2hs-Normal	100	24	561	5	1	58	515	patreond1	patreond33	2500	130	1020	50	775	25	158	22	101	10	750	48	39	43	8	109	7	109	7	109	7	109	7	strhirespecial11	5	MercAura4	1	1	0	1	10	Ground Render	5	1	0	1	10	Landslide	5	1	0	1	10	Life Tap	4	1	0	1	10	Berserk	4	1	0	1	10	Shout	5	1	0	1	10	1	1	1	5000	bar
Barbarian	2hs-Normal	100	24	561	5	1	80	515	patreond1	patreond33	2500	140	1680	62	1332	35	200	22	129	10	1520	55	61	65	8	148	4	148	4	148	4	148	4	strhirespecial11	5	MercAura4	1	1	0	1	10	Ground Render	5	1	0	1	10	Landslide	5	1	0	1	10	Life Tap	4	1	0	1	10	Berserk	4	1	0	1	10	Shout	5	1	0	1	10	1	1	1	5000	bar
Barbarian	2hs-Normal	100	25	561	5	1	28	515	patreond1	patreond33	2500	120	450	28	300	15	101	22	63	10	150	40	16	20	6	56	7	56	7	56	7	56	7	strhirespecial11	5	MercAura4	1	1	0	1	10	Ground Render	5	1	0	1	10	Landslide	5	1	0	1	10	Life Tap	4	1	0	1	10	Berserk	4	1	0	1	10	Shout	5	1	0	1	10	1	1	1	5000	bar
Barbarian	2hs-Normal	100	25	561	5	1	58	515	patreond1	patreond33	2500	130	1020	50	775	25	158	22	101	10	750	48	39	43	8	109	7	109	7	109	7	109	7	strhirespecial11	5	MercAura4	1	1	0	1	10	Ground Render	5	1	0	1	10	Landslide	5	1	0	1	10	Life Tap	4	1	0	1	10	Berserk	4	1	0	1	10	Shout	5	1	0	1	10	1	1	1	5000	bar
Barbarian	2hs-Normal	100	25	561	5	1	80	515	patreond1	patreond33	2500	140	1680	62	1332	35	200	22	129	10	1520	55	61	65	8	148	4	148	4	148	4	148	4	strhirespecial11	5	MercAura4	1	1	0	1	10	Ground Render	5	1	0	1	10	Landslide	5	1	0	1	10	Life Tap	4	1	0	1	10	Berserk	4	1	0	1	10	Shout	5	1	0	1	10	1	1	1	5000	bar
