monster	oninit	level	item1	loc1	mod1	item2	loc2	mod2	item3	loc3	mod3	*eol
palmon5			9qs	larm	6	9qs	larm	6	9qs	larm	6	0
palmon5			xlm	head	6	xlm	head	6	xlm	head	6	0
palmon5			xmg	glov	6	xmg	glov	6	xmg	glov	6	0
palmon5			xmb	feet	6	xmb	feet	6	xmb	feet	6	0
palmon5			xpl	tors	6	xpl	tors	6	xpl	tors	6	0
palmon5			zmb	belt	6	zmb	belt	6	zmb	belt	6	0
palmon6			amu	neck	6	amu	neck	6	amu	neck	6	0
palmon6			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
palmon6			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
palmon6			pa8	rarm	6	pa8	rarm	6	pa8	rarm	6	0
palmon6			9qs	larm	6	9qs	larm	6	9qs	larm	6	0
palmon6			xlm	head	6	xlm	head	6	xlm	head	6	0
palmon6			xmg	glov	6	xmg	glov	6	xmg	glov	6	0
palmon6			xmb	feet	6	xmb	feet	6	xmb	feet	6	0
palmon6			xpl	tors	6	xpl	tors	6	xpl	tors	6	0
palmon6			zmb	belt	6	zmb	belt	6	zmb	belt	6	0
palmon7			amu	neck	5	amu	neck	5	amu	neck	5	0
palmon7			rin	lrin	5	rin	lrin	5	rin	lrin	5	0
palmon7			rin	rrin	5	rin	rrin	5	rin	rrin	5	0
palmon7			paf	rarm	5	paf	rarm	5	paf	rarm	5	0
palmon7			7ws	larm	5	7ws	larm	5	7ws	larm	5	0
palmon7			urn	head	5	urn	head	5	urn	head	5	0
palmon7			uhg	glov	5	uhg	glov	5	uhg	glov	5	0
palmon7			uhb	feet	5	uhb	feet	5	uhb	feet	5	0
palmon7			uar	tors	5	uar	tors	5	uar	tors	5	0
palmon7			uhc	belt	5	uhc	belt	5	uhc	belt	5	0
palmon8			amu	neck	5	amu	neck	5	amu	neck	5	0
palmon8			rin	lrin	5	rin	lrin	5	rin	lrin	5	0
palmon8			rin	rrin	5	rin	rrin	5	rin	rrin	5	0
palmon8			paf	rarm	5	paf	rarm	5	paf	rarm	5	0
palmon8			7ws	larm	5	7ws	larm	5	7ws	larm	5	0
palmon8			urn	head	5	urn	head	5	urn	head	5	0
palmon8			uhg	glov	5	uhg	glov	5	uhg	glov	5	0
palmon8			uhb	feet	5	uhb	feet	5	uhb	feet	5	0
palmon8			uar	tors	5	uar	tors	5	uar	tors	5	0
palmon8			uhc	belt	5	uhc	belt	5	uhc	belt	5	0
palmon9			amu	neck	7	amu	neck	7	amu	neck	7	0
palmon9			rin	lrin	7	rin	lrin	7	rin	lrin	7	0
palmon9			rin	rrin	7	rin	rrin	7	rin	rrin	7	0
palmon9			paf	rarm	7	paf	rarm	7	paf	rarm	7	0
palmon9			7ws	larm	7	7ws	larm	7	7ws	larm	7	0
palmon9			urn	head	7	urn	head	7	urn	head	7	0
palmon9			uhg	glov	7	uhg	glov	7	uhg	glov	7	0
palmon9			uhb	feet	7	uhb	feet	7	uhb	feet	7	0
palmon9			uar	tors	7	uar	tors	7	uar	tors	7	0
palmon9			uhc	belt	7	uhc	belt	7	uhc	belt	7	0
palmon10			amu	neck	7	amu	neck	7	amu	neck	7	0
palmon10			rin	lrin	7	rin	lrin	7	rin	lrin	7	0
palmon10			rin	rrin	7	rin	rrin	7	rin	rrin	7	0
palmon10			paf	rarm	7	paf	rarm	7	paf	rarm	7	0
palmon10			7ws	larm	7	7ws	larm	7	7ws	larm	7	0
palmon10			urn	head	7	urn	head	7	urn	head	7	0
palmon10			uhg	glov	7	uhg	glov	7	uhg	glov	7	0
palmon10			uhb	feet	7	uhb	feet	7	uhb	feet	7	0
palmon10			qui	tors	7	qui	tors	7	qui	tors	7	0
palmon10			uhc	belt	7	uhc	belt	7	uhc	belt	7	0
barmon1			amu	neck	2	amu	neck	2	amu	neck	2	0
barmon1			rin	lrin	2	rin	lrin	2	rin	lrin	2	0
barmon1			rin	rrin	2	rin	rrin	2	rin	rrin	2	0
barmon1			mau	rarm	2	mau	rarm	2	mau	rarm	2	0
barmon1			ba1	head	2	ba1	head	2	ba1	head	2	0
barmon1			lgl	glov	2	lgl	glov	2	lgl	glov	2	0
barmon1			lbt	feet	2	lbt	feet	2	lbt	feet	2	0
barmon1			qui	tors	2	qui	tors	2	qui	tors	2	0
barmon1			lbl	belt	2	lbl	belt	2	lbl	belt	2	0
barmon2			amu	neck	2	amu	neck	2	amu	neck	2	0
barmon2			rin	lrin	2	rin	lrin	2	rin	lrin	2	0
barmon2			rin	rrin	2	rin	rrin	2	rin	rrin	2	0
barmon2			mau	rarm	2	mau	rarm	2	mau	rarm	2	0
barmon2			ba1	head	2	ba1	head	2	ba1	head	2	0
barmon2			lgl	glov	2	lgl	glov	2	lgl	glov	2	0
barmon2			lbt	feet	2	lbt	feet	2	lbt	feet	2	0
barmon2			qui	tors	2	qui	tors	2	qui	tors	2	0
barmon2			lbl	belt	2	lbl	belt	2	lbl	belt	2	0
barmon3			amu	neck	4	amu	neck	4	amu	neck	4	0
barmon3			rin	lrin	4	rin	lrin	4	rin	lrin	4	0
barmon3			rin	rrin	4	rin	rrin	4	rin	rrin	4	0
barmon3			mau	rarm	4	mau	rarm	4	mau	rarm	4	0
barmon3			ba1	head	4	ba1	head	4	ba1	head	4	0
barmon3			lgl	glov	4	lgl	glov	4	lgl	glov	4	0
barmon3			lbt	feet	4	lbt	feet	4	lbt	feet	4	0
barmon3			qui	tors	4	qui	tors	4	qui	tors	4	0
barmon3			lbl	belt	4	lbl	belt	4	lbl	belt	4	0
barmon4			amu	neck	4	amu	neck	4	amu	neck	4	0
barmon4			rin	lrin	4	rin	lrin	4	rin	lrin	4	0
barmon4			rin	rrin	4	rin	rrin	4	rin	rrin	4	0
barmon4			9m9	rarm	4	9m9	rarm	4	9m9	rarm	4	0
barmon4			ba8	head	4	ba8	head	4	ba8	head	4	0
barmon4			xmg	glov	4	xmg	glov	4	xmg	glov	4	0
barmon4			xmb	feet	4	xmb	feet	4	xmb	feet	4	0
barmon4			xpl	tors	4	xpl	tors	4	xpl	tors	4	0
barmon4			zmb	belt	4	zmb	belt	4	zmb	belt	4	0
barmon5			amu	neck	6	amu	neck	6	amu	neck	6	0
barmon5			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
barmon5			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
barmon5			9m9	rarm	6	9m9	rarm	6	9m9	rarm	6	0
barmon5			ba8	head	6	ba8	head	6	ba8	head	6	0
barmon5			xmg	glov	6	xmg	glov	6	xmg	glov	6	0
barmon5			xmb	feet	6	xmb	feet	6	xmb	feet	6	0
barmon5			xpl	tors	6	xpl	tors	6	xpl	tors	6	0
barmon5			zmb	belt	6	zmb	belt	6	zmb	belt	6	0
barmon6			amu	neck	6	amu	neck	6	amu	neck	6	0
barmon6			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
barmon6			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
barmon6			9m9	rarm	6	9m9	rarm	6	9m9	rarm	6	0
barmon6			ba8	head	6	ba8	head	6	ba8	head	6	0
barmon6			xmg	glov	6	xmg	glov	6	xmg	glov	6	0
barmon6			xmb	feet	6	xmb	feet	6	xmb	feet	6	0
barmon6			xpl	tors	6	xpl	tors	6	xpl	tors	6	0
barmon6			zmb	belt	6	zmb	belt	6	zmb	belt	6	0
barmon7			amu	neck	5	amu	neck	5	amu	neck	5	0
barmon7			rin	lrin	5	rin	lrin	5	rin	lrin	5	0
barmon7			rin	rrin	5	rin	rrin	5	rin	rrin	5	0
barmon7			7m7	rarm	5	7m7	rarm	5	7m7	rarm	5	0
barmon7			baf	head	5	baf	head	5	baf	head	5	0
barmon7			uhg	glov	5	uhg	glov	5	uhg	glov	5	0
barmon7			uhb	feet	5	uhb	feet	5	uhb	feet	5	0
barmon7			uar	tors	5	uar	tors	5	uar	tors	5	0
barmon7			uhc	belt	5	uhc	belt	5	uhc	belt	5	0
barmon8			amu	neck	5	amu	neck	5	amu	neck	5	0
barmon8			rin	lrin	5	rin	lrin	5	rin	lrin	5	0
barmon8			rin	rrin	5	rin	rrin	5	rin	rrin	5	0
barmon8			7m7	rarm	5	7m7	rarm	5	7m7	rarm	5	0
barmon8			baf	head	5	baf	head	5	baf	head	5	0
barmon8			uhg	glov	5	uhg	glov	5	uhg	glov	5	0
barmon8			uhb	feet	5	uhb	feet	5	uhb	feet	5	0
barmon8			uar	tors	5	uar	tors	5	uar	tors	5	0
barmon8			uhc	belt	5	uhc	belt	5	uhc	belt	5	0
barmon9			amu	neck	7	amu	neck	7	amu	neck	7	0
barmon9			rin	lrin	7	rin	lrin	7	rin	lrin	7	0
barmon9			rin	rrin	7	rin	rrin	7	rin	rrin	7	0
barmon9			7m7	rarm	7	7m7	rarm	7	7m7	rarm	7	0
barmon9			baf	head	7	baf	head	7	baf	head	7	0
barmon9			uhg	glov	7	uhg	glov	7	uhg	glov	7	0
barmon9			uhb	feet	7	uhb	feet	7	uhb	feet	7	0
barmon9			uar	tors	7	uar	tors	7	uar	tors	7	0
barmon9			uhc	belt	7	uhc	belt	7	uhc	belt	7	0
barmon10			amu	neck	7	amu	neck	7	amu	neck	7	0
barmon10			rin	lrin	7	rin	lrin	7	rin	lrin	7	0
barmon10			rin	rrin	7	rin	rrin	7	rin	rrin	7	0
barmon10			7m7	rarm	7	7m7	rarm	7	7m7	rarm	7	0
barmon10			baf	head	7	baf	head	7	baf	head	7	0
barmon10			uhg	glov	7	uhg	glov	7	uhg	glov	7	0
barmon10			uhb	feet	7	uhb	feet	7	uhb	feet	7	0
barmon10			qui	tors	7	qui	tors	7	qui	tors	7	0
barmon10			uhc	belt	7	uhc	belt	7	uhc	belt	7	0
drumon1			amu	neck	2	amu	neck	2	amu	neck	2	0
drumon1			rin	lrin	2	rin	lrin	2	rin	lrin	2	0
drumon1			rin	rrin	2	rin	rrin	2	rin	rrin	2	0
drumon1			buc	rarm	2	buc	rarm	2	buc	rarm	2	0
drumon1			clb	larm	2	clb	larm	2	clb	larm	2	0
drumon1			dr1	head	2	dr1	head	2	dr1	head	2	0
drumon1			lgl	glov	2	lgl	glov	2	lgl	glov	2	0
drumon1			lbt	feet	2	lbt	feet	2	lbt	feet	2	0
drumon1			qui	tors	2	qui	tors	2	qui	tors	2	0
drumon1			lbl	belt	2	lbl	belt	2	lbl	belt	2	0
drumon2			amu	neck	2	amu	neck	2	amu	neck	2	0
drumon2			rin	lrin	2	rin	lrin	2	rin	lrin	2	0
drumon2			rin	rrin	2	rin	rrin	2	rin	rrin	2	0
drumon2			buc	rarm	2	buc	rarm	2	buc	rarm	2	0
drumon2			clb	larm	2	clb	larm	2	clb	larm	2	0
drumon2			dr1	head	2	dr1	head	2	dr1	head	2	0
drumon2			lgl	glov	2	lgl	glov	2	lgl	glov	2	0
drumon2			lbt	feet	2	lbt	feet	2	lbt	feet	2	0
drumon2			qui	tors	2	qui	tors	2	qui	tors	2	0
drumon2			lbl	belt	2	lbl	belt	2	lbl	belt	2	0
drumon3			amu	neck	4	amu	neck	4	amu	neck	4	0
drumon3			rin	lrin	4	rin	lrin	4	rin	lrin	4	0
drumon3			rin	rrin	4	rin	rrin	4	rin	rrin	4	0
drumon3			buc	rarm	4	buc	rarm	4	buc	rarm	4	0
drumon3			clb	larm	4	clb	larm	4	clb	larm	4	0
drumon3			dr1	head	4	dr1	head	4	dr1	head	4	0
drumon3			lgl	glov	4	lgl	glov	4	lgl	glov	4	0
drumon3			lbt	feet	4	lbt	feet	4	lbt	feet	4	0
drumon3			qui	tors	4	qui	tors	4	qui	tors	4	0
drumon3			lbl	belt	4	lbl	belt	4	lbl	belt	4	0
drumon4			amu	neck	4	amu	neck	4	amu	neck	4	0
drumon4			rin	lrin	4	rin	lrin	4	rin	lrin	4	0
drumon4			rin	rrin	4	rin	rrin	4	rin	rrin	4	0
drumon4			lrg	rarm	4	lrg	rarm	4	lrg	rarm	4	0
drumon4			9cl	larm	4	9cl	larm	4	9cl	larm	4	0
drumon4			dr8	head	4	dr8	head	4	dr8	head	4	0
drumon4			xmg	glov	4	xmg	glov	4	xmg	glov	4	0
drumon4			xmb	feet	4	xmb	feet	4	xmb	feet	4	0
drumon4			xpl	tors	4	xpl	tors	4	xpl	tors	4	0
drumon4			zmb	belt	4	zmb	belt	4	zmb	belt	4	0
drumon5			amu	neck	6	amu	neck	6	amu	neck	6	0
drumon5			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
drumon5			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
drumon5			lrg	rarm	6	lrg	rarm	6	lrg	rarm	6	0
drumon5			9cl	larm	6	9cl	larm	6	9cl	larm	6	0
drumon5			dr8	head	6	dr8	head	6	dr8	head	6	0
drumon5			xmg	glov	6	xmg	glov	6	xmg	glov	6	0
drumon5			xmb	feet	6	xmb	feet	6	xmb	feet	6	0
drumon5			xpl	tors	6	xpl	tors	6	xpl	tors	6	0
drumon5			zmb	belt	6	zmb	belt	6	zmb	belt	6	0
drumon6			amu	neck	6	amu	neck	6	amu	neck	6	0
drumon6			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
drumon6			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
drumon6			lrg	rarm	6	lrg	rarm	6	lrg	rarm	6	0
drumon6			9cl	larm	6	9cl	larm	6	9cl	larm	6	0
drumon6			dr8	head	6	dr8	head	6	dr8	head	6	0
drumon6			xmg	glov	6	xmg	glov	6	xmg	glov	6	0
drumon6			xmb	feet	6	xmb	feet	6	xmb	feet	6	0
drumon6			xpl	tors	6	xpl	tors	6	xpl	tors	6	0
drumon6			zmb	belt	6	zmb	belt	6	zmb	belt	6	0
drumon7			amu	neck	5	amu	neck	5	amu	neck	5	0
drumon7			rin	lrin	5	rin	lrin	5	rin	lrin	5	0
drumon7			rin	rrin	5	rin	rrin	5	rin	rrin	5	0
drumon7			uts	rarm	5	uts	rarm	5	uts	rarm	5	0
drumon7			7cl	larm	5	7cl	larm	5	7cl	larm	5	0
drumon7			drf	head	5	drf	head	5	drf	head	5	0
drumon7			uhg	glov	5	uhg	glov	5	uhg	glov	5	0
drumon7			uhb	feet	5	uhb	feet	5	uhb	feet	5	0
drumon7			uar	tors	5	uar	tors	5	uar	tors	5	0
drumon7			uhc	belt	5	uhc	belt	5	uhc	belt	5	0
drumon8			amu	neck	5	amu	neck	5	amu	neck	5	0
drumon8			rin	lrin	5	rin	lrin	5	rin	lrin	5	0
drumon8			rin	rrin	5	rin	rrin	5	rin	rrin	5	0
drumon8			uts	rarm	5	uts	rarm	5	uts	rarm	5	0
drumon8			7cl	larm	5	7cl	larm	5	7cl	larm	5	0
drumon8			drf	head	5	drf	head	5	drf	head	5	0
drumon8			uhg	glov	5	uhg	glov	5	uhg	glov	5	0
drumon8			uhb	feet	5	uhb	feet	5	uhb	feet	5	0
drumon8			uar	tors	5	uar	tors	5	uar	tors	5	0
drumon8			uhc	belt	5	uhc	belt	5	uhc	belt	5	0
drumon9			amu	neck	7	amu	neck	7	amu	neck	7	0
drumon9			rin	lrin	7	rin	lrin	7	rin	lrin	7	0
drumon9			rin	rrin	7	rin	rrin	7	rin	rrin	7	0
drumon9			uts	rarm	7	uts	rarm	7	uts	rarm	7	0
drumon9			7cl	larm	7	7cl	larm	7	7cl	larm	7	0
drumon9			drf	head	7	drf	head	7	drf	head	7	0
drumon9			uhg	glov	7	uhg	glov	7	uhg	glov	7	0
drumon9			uhb	feet	7	uhb	feet	7	uhb	feet	7	0
drumon9			uar	tors	7	uar	tors	7	uar	tors	7	0
drumon9			uhc	belt	7	uhc	belt	7	uhc	belt	7	0
drumon10			amu	neck	7	amu	neck	7	amu	neck	7	0
drumon10			rin	lrin	7	rin	lrin	7	rin	lrin	7	0
drumon10			rin	rrin	7	rin	rrin	7	rin	rrin	7	0
drumon10			uts	rarm	7	uts	rarm	7	uts	rarm	7	0
drumon10			7cl	larm	7	7cl	larm	7	7cl	larm	7	0
drumon10			drf	head	7	drf	head	7	drf	head	7	0
drumon10			uhg	glov	7	uhg	glov	7	uhg	glov	7	0
drumon10			uhb	feet	7	uhb	feet	7	uhb	feet	7	0
drumon10			qui	tors	7	qui	tors	7	qui	tors	7	0
drumon10			uhc	belt	7	uhc	belt	7	uhc	belt	7	0
assmon1			amu	neck	2	amu	neck	2	amu	neck	2	0
assmon1			rin	lrin	2	rin	lrin	2	rin	lrin	2	0
assmon1			rin	rrin	2	rin	rrin	2	rin	rrin	2	0
assmon1			ktr	rarm	2	ktr	rarm	2	ktr	rarm	2	0
assmon1			wrb	larm	2	wrb	larm	2	wrb	larm	2	0
assmon1			cap	head	2	cap	head	2	cap	head	2	0
assmon1			lgl	glov	2	lgl	glov	2	lgl	glov	2	0
assmon1			lbt	feet	2	lbt	feet	2	lbt	feet	2	0
assmon1			qui	tors	2	qui	tors	2	qui	tors	2	0
assmon1			lbl	belt	2	lbl	belt	2	lbl	belt	2	0
assmon2			amu	neck	2	amu	neck	2	amu	neck	2	0
assmon2			rin	lrin	2	rin	lrin	2	rin	lrin	2	0
assmon2			rin	rrin	2	rin	rrin	2	rin	rrin	2	0
assmon2			ktr	rarm	2	ktr	rarm	2	ktr	rarm	2	0
assmon2			wrb	larm	2	wrb	larm	2	wrb	larm	2	0
assmon2			cap	head	2	cap	head	2	cap	head	2	0
assmon2			lgl	glov	2	lgl	glov	2	lgl	glov	2	0
assmon2			lbt	feet	2	lbt	feet	2	lbt	feet	2	0
assmon2			qui	tors	2	qui	tors	2	qui	tors	2	0
assmon2			lbl	belt	2	lbl	belt	2	lbl	belt	2	0
assmon3			amu	neck	4	amu	neck	4	amu	neck	4	0
assmon3			rin	lrin	4	rin	lrin	4	rin	lrin	4	0
assmon3			rin	rrin	4	rin	rrin	4	rin	rrin	4	0
assmon3			ktr	rarm	4	ktr	rarm	4	ktr	rarm	4	0
assmon3			wrb	larm	4	wrb	larm	4	wrb	larm	4	0
assmon3			cap	head	4	cap	head	4	cap	head	4	0
assmon3			lgl	glov	4	lgl	glov	4	lgl	glov	4	0
assmon3			lbt	feet	4	lbt	feet	4	lbt	feet	4	0
assmon3			qui	tors	4	qui	tors	4	qui	tors	4	0
assmon3			lbl	belt	4	lbl	belt	4	lbl	belt	4	0
assmon4			amu	neck	4	amu	neck	4	amu	neck	4	0
assmon4			rin	lrin	4	rin	lrin	4	rin	lrin	4	0
assmon4			rin	rrin	4	rin	rrin	4	rin	rrin	4	0
assmon4			9cs	rarm	4	9cs	rarm	4	9cs	rarm	4	0
assmon4			9lw	larm	4	9lw	larm	4	9lw	larm	4	0
assmon4			xlm	head	4	xlm	head	4	xlm	head	4	0
assmon4			xmg	glov	4	xmg	glov	4	xmg	glov	4	0
assmon4			xmb	feet	4	xmb	feet	4	xmb	feet	4	0
assmon4			xpl	tors	4	xpl	tors	4	xpl	tors	4	0
assmon4			zmb	belt	4	zmb	belt	4	zmb	belt	4	0
assmon5			amu	neck	6	amu	neck	6	amu	neck	6	0
assmon5			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
assmon5			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
assmon5			9cs	rarm	6	9cs	rarm	6	9cs	rarm	6	0
assmon5			9lw	larm	6	9lw	larm	6	9lw	larm	6	0
assmon5			xlm	head	6	xlm	head	6	xlm	head	6	0
assmon5			xmg	glov	6	xmg	glov	6	xmg	glov	6	0
assmon5			xmb	feet	6	xmb	feet	6	xmb	feet	6	0
assmon5			xpl	tors	6	xpl	tors	6	xpl	tors	6	0
assmon5			zmb	belt	6	zmb	belt	6	zmb	belt	6	0
assmon6			amu	neck	6	amu	neck	6	amu	neck	6	0
assmon6			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
assmon6			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
assmon6			9cs	rarm	6	9cs	rarm	6	9cs	rarm	6	0
assmon6			9lw	larm	6	9lw	larm	6	9lw	larm	6	0
assmon6			xlm	head	6	xlm	head	6	xlm	head	6	0
assmon6			xmg	glov	6	xmg	glov	6	xmg	glov	6	0
assmon6			xmb	feet	6	xmb	feet	6	xmb	feet	6	0
assmon6			xpl	tors	6	xpl	tors	6	xpl	tors	6	0
assmon6			zmb	belt	6	zmb	belt	6	zmb	belt	6	0
assmon7			amu	neck	5	amu	neck	5	amu	neck	5	0
assmon7			rin	lrin	5	rin	lrin	5	rin	lrin	5	0
assmon7			rin	rrin	5	rin	rrin	5	rin	rrin	5	0
assmon7			7tw	rarm	5	7tw	rarm	5	7tw	rarm	5	0
assmon7			7qr	larm	5	7qr	larm	5	7qr	larm	5	0
assmon7			urn	head	5	urn	head	5	urn	head	5	0
assmon7			uhg	glov	5	uhg	glov	5	uhg	glov	5	0
assmon7			uhb	feet	5	uhb	feet	5	uhb	feet	5	0
assmon7			uar	tors	5	uar	tors	5	uar	tors	5	0
assmon7			uhc	belt	5	uhc	belt	5	uhc	belt	5	0
assmon8			amu	neck	5	amu	neck	5	amu	neck	5	0
assmon8			rin	lrin	5	rin	lrin	5	rin	lrin	5	0
assmon8			rin	rrin	5	rin	rrin	5	rin	rrin	5	0
assmon8			7tw	rarm	5	7tw	rarm	5	7tw	rarm	5	0
assmon8			7qr	larm	5	7qr	larm	5	7qr	larm	5	0
assmon8			urn	head	5	urn	head	5	urn	head	5	0
assmon8			uhg	glov	5	uhg	glov	5	uhg	glov	5	0
assmon8			uhb	feet	5	uhb	feet	5	uhb	feet	5	0
assmon8			uar	tors	5	uar	tors	5	uar	tors	5	0
assmon8			uhc	belt	5	uhc	belt	5	uhc	belt	5	0
assmon9			amu	neck	7	amu	neck	7	amu	neck	7	0
assmon9			rin	lrin	7	rin	lrin	7	rin	lrin	7	0
assmon9			rin	rrin	7	rin	rrin	7	rin	rrin	7	0
assmon9			7tw	rarm	7	7tw	rarm	7	7tw	rarm	7	0
assmon9			7qr	larm	7	7qr	larm	7	7qr	larm	7	0
assmon9			urn	head	7	urn	head	7	urn	head	7	0
assmon9			uhg	glov	7	uhg	glov	7	uhg	glov	7	0
assmon9			uhb	feet	7	uhb	feet	7	uhb	feet	7	0
assmon9			uar	tors	7	uar	tors	7	uar	tors	7	0
assmon9			uhc	belt	7	uhc	belt	7	uhc	belt	7	0
assmon10			amu	neck	7	amu	neck	7	amu	neck	7	0
assmon10			rin	lrin	7	rin	lrin	7	rin	lrin	7	0
assmon10			rin	rrin	7	rin	rrin	7	rin	rrin	7	0
assmon10			7tw	rarm	7	7tw	rarm	7	7tw	rarm	7	0
assmon10			7qr	larm	7	7qr	larm	7	7qr	larm	7	0
assmon10			urn	head	7	urn	head	7	urn	head	7	0
assmon10			uhg	glov	7	uhg	glov	7	uhg	glov	7	0
assmon10			uhb	feet	7	uhb	feet	7	uhb	feet	7	0
assmon10			qui	tors	7	qui	tors	7	qui	tors	7	0
assmon10			uhc	belt	7	uhc	belt	7	uhc	belt	7	0
iceclone			St1	tors	7	St1	tors	7	St1	tors	7	0
hydra1			St2	tors	7	St2	tors	7	St2	tors	7	0
hydra2			St2	tors	7	St2	tors	7	St2	tors	7	0
hydra3			St2	tors	7	St2	tors	7	St2	tors	7	0
minidiablo			St3	tors	7	St3	tors	7	St3	tors	7	0
