Stat	*ID	Send Other	Signed	Send Bits	Send Param Bits	UpdateAnimRate	Saved	CSvSigned	CSvBits	CSvParam	fCallback	fMin	MinAccr	Encode	Add	Multiply	ValShift	1.09-Save Bits	1.09-Save Add	Save Bits	Save Add	Save Param Bits	keepzero	op	op param	op base	op stat1	op stat2	op stat3	direct	maxstat	damagerelated	itemevent1	itemeventfunc1	itemevent2	itemeventfunc2	descpriority	descfunc	descval	descstrpos	descstrneg	descstr2	dgrp	dgrpfunc	dgrpval	dgrpstrpos	dgrpstrneg	dgrpstr2	stuff	advdisplay	*eol
item_skillonmisshit	267		1	7	16						1			2	114	20		21	0	7	0	16											damagedbymissile	21			160	15		ItemMissHit	ItemMissHit										0
skill_freezesyn	268			8			1	0	7			1	0		3	0		7	32	8	16																67	19		ModFreezeSyn	ModFreezeSyn									2	0
skill_chillsyn	269			8			1	0	7			1	0		3	0		7	32	8	16																67	19		ModChillSyn	ModChillSyn									2	0
cheatcheck	270			8								1	0		0	0		2	0	2	0																														0
item_attackertakesfiredamage	271		1	6							1				3	0		5	0	5	0												damagedinmelee	11	damagedbymissile	11	14	3	2	ModItemFireThorns	ModItemFireThorns									2	0
dont_use_me_272	272		1	9							1	1			0	0				12																							10	19		ModItemDualHitP	ModItemDualHitP				0
dont_use_me_273	273		1	9							1	1	0		0	0				12																							10	19		ModItemDualHitP	ModItemDualHitP				0
mana_per_gethit	274		1	9							1	1	0		0	0				12													damagedinmelee	28	damagedbymissile	28	16	1	2	ModItemMPgetH	ModItemMPgetH		11	19		ModItemDualGetH	ModItemDualGetH			2	0
life_per_gethit	275		1	9							1	1	0		0	0				12													damagedinmelee	28	damagedbymissile	28	16	1	2	ModItemHPgetH	ModItemHPgetH		11	19		ModItemDualGetH	ModItemDualGetH			2	0
ex_missiles	276			8			1	0	7			1	0		3	0		7	32	8	16																67	19	2	ModExMiss	ModExMiss									2	0
item_attackertakescolddamage	277		1	6							1				3	0		5	0	5	0												damagedinmelee	12	damagedbymissile	12	14	3	2	ModStrColdThorn	ModStrColdThorn									2	0
ex_attacks	278			8			1	0	7			1	0		3	0		7	32	8	16																67	19	2	ModExAtt	ModExAtt									2	0
mod_essence	279			8			1	0	7			1	0		0	0		7	32	8	16																67	19		ModEssence	ModEssence										0
curse_resistance_perenr	280			9											0	0		14	0	9	0			2	4	energy	curse_resistance										35	19		ModItemCurseLen	ModItemCurseLenN	playenr									0
sum_dmg_perc	281	1	1	12			1	0	10			1	1		0	0		7	32	9	32																67	19		ModItemSumDmg	ModItemSumDmgN		7	19		ModItemSumAll	ModItemSumAll			2	0
sum_speed	282	1	1	12			1	0	10			1	1		0	0		7	32	9	32																67	19		ModItemSumSpeed	ModItemSumSpeedN		7	19		ModItemSumAll	ModItemSumAll			2	0
sum_ex	283			8			1	0	7			1	0		0	0		7	32	9	16																67	19	2	ModExSumm	ModExSumm									2	0
sum_hp_perc	284	1	1	12			1	0	10			1	1		0	0		7	32	8	32																67	19		ModItemSumHP	ModItemSumHPN		7	19		ModItemSumAll	ModItemSumAll			2	0
sum_cr	285	1	1	12			1	0	10			1	1		0	0		7	32	9	32																67	19		ModItemSumCR	ModItemSumCRN		7	19		ModItemSumAll	ModItemSumAll			2	0
item_cooldownreduction	286	1	1	12			1	0	10			1	1		0	0		7	32	9	32																67	19		ModItemCDR	ModItemCDRN									2	0
item_pierce_perdex	287		1	6											0	0		6	0	6	0			2	5	dexterity	item_pierce					1					84	19		ModStr6g	ModStr6g	playdex									0
skill_bonesyn	288			8			1	0	7			1	0		3	0		7	32	8	16																67	19		ModBoneSyn	ModBoneSyn										0
skill_rage	289			8			1	0	7			1	0		3	0		7	32	8	16																67	19		ModRageSkill	ModRageSkill										0
skill_focus	290			8			1	0	7			1	0		3	0		7	32	8	16																67	19		ModFocusSkill	ModFocusSkill										0
GB_Total	291			16								1	0		102	20	1024	16	1000	16	1000																16	3	2	GBTotal	GBTotal										0
RB_Low	292			32								1	0		102	20	1024	32	49152	32	49152																15	3	2	RBLow	RBLow										0
RB_Mid	293			32								1	0		102	20	1024	32	49152	32	49152																14	3	2	RBMid	RBMid										0
RB_High	294			32								1	0		102	20	1024	32	49152	32	49152																13	3	2	RBHigh	RBHigh										0
KB_Terror	295			16								1	0		102	20	1024	16	49152	16	49152																12	3	2	KBTerror	KBTerror										0
KB_Hate	296			16								1	0		102	20	1024	16	49152	16	49152																11	3	2	KBHate	KBHate										0
KB_Dest	297			16								1	0		102	20	1024	16	49152	16	49152																10	3	2	KBDest	KBDest										0
OB_Diablo	298			16								1	0		102	20	1024	16	49152	16	49152																9	3	2	OBDiablo	OBDiablo										0
OB_Baal	299			16								1	0		102	20	1024	16	49152	16	49152																8	3	2	OBBaal	OBBaal										0
OB_Meph	300			16								1	0		102	20	1024	16	49152	16	49152																7	3	2	OBMeph	OBMeph										0
unused301	301		1	12											0	1		8	0	8	0																														0
Unused302	302														0	0		21	0																																0
Unused303	303														0	0		21	0																																0
Unused304	304														0	0		21	0																																0
item_pierce_cold	305		1	9											859	20				8	50																88	19		Moditemenrescoldsk	Moditemenrescoldsk		9	19		ModItemEnResAllsk	ModItemEnResAllsk				0
item_pierce_fire	306		1	9											744	20				8	50																88	19		Moditemenresfiresk	Moditemenresfiresk		9	19		ModItemEnResAllsk	ModItemEnResAllsk				0
item_pierce_ltng	307		1	9											712	20				8	50																88	19		Moditemenresltngsk	Moditemenresltngsk		9	19		ModItemEnResAllsk	ModItemEnResAllsk				0
item_pierce_pois	308		1	9											793	20				8	50																88	19		Moditemenrespoissk	Moditemenrespoissk		9	19		ModItemEnResAllsk	ModItemEnResAllsk				0
item_damage_vs_monster	309		1												0	0																1																			0
item_damage_percent_vs_monster	310		1												0	0																1																			0
item_tohit_vs_monster	311		1												0	0																1																			0
item_tohit_percent_vs_monster	312		1												0	0																1																			0
item_ac_vs_monster	313		1												0	0																																			0
item_ac_percent_vs_monster	314		1												0	0																																			0
firelength	315		1	16											0	0																																			0
burningmin	316		1	16											0	0																																			0
burningmax	317		1	16											0	0																																			0
progressive_damage	318		1	3											0	0																																			0
progressive_steal	319		1	3											0	0																																			0
progressive_other	320		1	3											0	0																																			0
progressive_fire	321		1	3											0	0																																			0
progressive_cold	322		1	3											0	0																																			0
progressive_lightning	323		1	3											0	0																																			0
item_extra_charges	324		1	6											0	0		6	0	6	0											1																			0
progressive_tohit	325		1	16											0	0																																			0
poison_count	326		1	5											0	0																1																			0
damage_framerate	327		1	8											0	0																																			0
pierce_idx	328		1	6											0	0																																			0
passive_fire_mastery	329		1	12											670	20		8	0	9	70																88	19		ModitemdamFiresk	ModitemdamFiresk		5	19		ModItemDamElemsk	ModItemDamElemsk			2	0
passive_ltng_mastery	330		1	12											632	20		8	0	9	70																88	19		ModitemdamLtngsk	ModitemdamLtngsk		5	19		ModItemDamElemsk	ModItemDamElemsk			2	0
passive_cold_mastery	331		1	12											777	20		8	0	9	70																88	19		ModitemdamColdsk	ModitemdamColdsk		5	19		ModItemDamElemsk	ModItemDamElemsk			2	0
passive_pois_mastery	332		1	12											587	20		8	0	9	70																88	19		ModitemdamPoissk	ModitemdamPoissk		6	19		ModItemDamNatsk	ModItemDamNatsk			2	0
passive_fire_pierce	333		1	9											0	20		8	0	8	10																88	19		Moditemenresfiresk	Moditemenresfiresk		7	19		ModItemEnResAllsk	ModItemEnResAllsk			2	0
passive_ltng_pierce	334		1	9											0	20		8	0	8	10																88	19		Moditemenresltngsk	Moditemenresltngsk		7	19		ModItemEnResAllsk	ModItemEnResAllsk			2	0
passive_cold_pierce	335		1	9											0	20		8	0	8	10																88	19		Moditemenrescoldsk	Moditemenrescoldsk		7	19		ModItemEnResAllsk	ModItemEnResAllsk			2	0
passive_pois_pierce	336		1	9											0	20		8	0	8	10																88	19		Moditemenrespoissk	Moditemenrespoissk		7	19		ModItemEnResAllsk	ModItemEnResAllsk			2	0
passive_critical_strike	337		1	9											0	0		8	0	8	0																														0
passive_dodge	338		1	9											0	0		7	0	7	0																12	19		ModItemPassDodge	ModItemPassDodge										0
passive_avoid	339		1	9											0	0		7	0	7	0																12	19		ModItemPassAvoid	ModItemPassAvoid										0
passive_evade	340		1	9											0	0		7	0	7	0																12	19		ModItemPassEvade	ModItemPassEvade										0
passive_warmth	341		1	9											0	0		8	0	8	0																														0
passive_mastery_melee_th	342		1	11	16										0	0		8	0	8	0																														0
passive_mastery_melee_dmg	343		1	11	16										0	0		8	0	8	0																														0
passive_mastery_melee_crit	344		1	9	16										0	0		8	0	8	0																														0
passive_mastery_throw_th	345		1	11	16										0	0		8	0	8	0																														0
passive_mastery_throw_dmg	346		1	11	16										0	0		8	0	8	0																														0
passive_mastery_throw_crit	347		1	9	16										0	0		8	0	8	0																														0
passive_weaponblock	348		1	9	16										0	0		8	0	8	0																														0
passive_summon_resist	349		1	9											0	0		8	0	8	0																														0
modifierlist_skill	350			9											0	0																																			0
modifierlist_level	351			8											0	0																																			0
last_sent_hp_pct	352		1	8											0	0																																			0
source_unit_type	353			5											0	0																																			0
source_unit_id	354			32											0	0																																			0
shortparam1	355			16											0	0																																			0
questitemdifficulty	356														0	0				2	0																														0
passive_mag_mastery	357		1	12											727	20		8	0	8	0																88	19		ModItemdamMagsk	ModItemdamMagsk		6	19		ModItemDamNatsk	ModItemDamNatsk			2	0
passive_mag_pierce	358		1	9											0	20		8	0	8	0																														0
skill_cooldown	359			32	16										0	0																																			0
skill_missile_damage_scale	360			32	16										0	0																																			0
CD_White	361			16											102	20	1024	10	10	11	10																997	3	0	CDWhite	CDWhite										0
CD_Black	362			16											102	20	1024	10	10	11	10																997	3	0	CDBlack	CDBlack										0
CD_Blue	363			16											102	20	1024	10	10	11	10																997	3	0	CDBlue	CDBlue										0
CD_Red	364			16											102	20	1024	10	10	11	10																997	3	0	CDRed	CDRed										0
CD_Green	365			16											102	20	1024	10	10	11	10																997	3	0	CDGreen	CDGreen										0
CD_Yellow	366			16											102	20	1024	10	10	11	10																997	3	0	CDYellow	CDYellow										0
CD_Purple	367			16											102	20	1024	10	10	11	10																997	3	0	CDPurple	CDPurple										0
CD_Tracker	368			16											102	20	1024	10	10	11	10																														0
score_tracker	369			12								1	0		0	0	1024	10	10	11	30																5	3	2	ModSCore	ModSCore										0
Soul_Ama	370			16											102	20	1024	10	10	11	10																														0
Soul_Sor	371			16											102	20	1024	10	10	11	10																														0
Soul_Nec	372			16											102	20	1024	10	10	11	10																														0
Soul_Pal	373			16											102	20	1024	10	10	11	10																														0
Soul_Bar	374			16											102	20	1024	10	10	11	10																														0
Soul_Dru	375			16											102	20	1024	10	10	11	10																														0
Soul_Ass	376			16											102	20	1024	10	10	11	10																														0
RW_Tracker	377		1	2											0	0		1	0	1																															0
Celestial_Aid	378		1	2											0	0		1	0	1																	1	19		ModCelestialAid	ModCelestialAid									2	0
boneadded	379			32								1	0		0	0	1024	10	10	20	0																1	19	0	ModBoneArmor											0
vitality_hidden	380		1	16											800	20		6	10	10	500			11			vitality										999	19		MercenaryOnly	MercenaryOnly										0
hsbonus	381		1	31											0	0	1024	31	0	31	0																														0
item_slow_perdex	382		1	6											0	0		6	0	6	0			2	5	dexterity	item_slow					1	domeleedamage	27	domissiledamage	27	84	19		ModStr5r	ModStr5r	playdex									0
chest_treasure	383			16											0	0	1024	4	0	4	0																														0
enhance_low	384			6								1	0		0	0		3	0	5	1																998	19		EnhanceLow											0
enhance_high	385			3								1	0		0	0		2	0	2	1																997	19		EnhanceHigh											0
ucore_tracker	386			12								1	0		0	0	1024	10	10	11	30																6	3	2	ModUCore	ModUCore										0
portals_unlock	387			3								1	0		0	0		2	0	2	0																1	19	3	ModPortals											0
smite	388			32								1	0		0	0		7	0	32	0																														0
kill_dummy	389														0	0																																			0
kill_display	390														0	0				1				2	0	unused210	kill_dummy										182	3	2	killcount	killcount										0
item_killregister	391		1	7	16						1			2	0	0		21	0	7	0	16										1	kill	30																	0
death_dummy	392														0	0																																			0
death_display	393														0	0				1				2	0	unused211	death_dummy										181	3	2	deathcount	deathcount										0
item_deathregister	394		1	7	16						1			2	0	0		21	0	7	0	16											killed	30																	0
sorceress	395			3								1	0		0	0		2	0	2	0																														0
mana_per_hit	396		1	9							1	1								12												1	domeleedamage	17	domissiledamage	17	16	1	2	ModItemMPhitS	ModItemMPhitS		10	19		ModItemDualHitP	ModItemDualHitP			2	0
life_per_hit	397		1	9							1	1	0							12												1	domeleedamage	28	domissiledamage	28	16	1	2	ModItemHPhitS	ModItemHPhitS		10	19		ModItemDualHitP	ModItemDualHitP			2	0
body_level	398			16											0	0	1024	10	10	11	10																														0
unused399	399				32										0	0		14	0											1																					0
incant_duration	400			16											0	0	1024	4	0	4	0																1	19		ModItemDuration											0
incant_radius	401			16											0	0	1024	4	0	4	0																1	19		ModItemRadius											0
salvationcheck	402			3								1	0		0	0		2	0	2	0																														0
item_ravendamage	403			16											0	0	1024	16	0	16	0																1	19		ModItemRavens											0
item_maulsteal	404			16											0	0	1024	16	0	16	0																1	19		ModItemMaul											0
item_feralsteal	405			16											0	0	1024	16	0	16	0																1	19		ModItemFeral											0
Soul_Tracker	406			16											102	20	1024	10	10	11	10																999	3	2	SoulFragments	SoulFragments										0
item_fireskill	407																	6	0	6	0																157	19		ModFireSkills	ModFireSkills										0
item_lightskill	408																	6	0	6	0																157	19		ModLightSkills	ModLightSkills										0
item_coldskill	409																	6	0	6	0																157	19		ModColdSkills	ModColdSkills										0
item_poisskill	410																	6	0	6	0																157	19		ModPoisSkills	ModPoisSkills										0
item_magskill	411																	6	0	6	0																157	19		ModMagSkills	ModMagSkills										0
Soul_Level	412			16											102	20	1024	10	10	11	10																														0
item_openwounds_perdex	413		1	6											0	0		6	0	6	0			2	5	dexterity	item_openwounds					1					84	19		ModStr3m	ModStr3m	playdex									0
Weight_Tracker	414		1	16											102	20	1024	10	10	11	10									1							2	19	0	ModCharmWeight										2	0
Weight_Capacity	415		1	16											102	20	1024	10	10	11	10									1							2	19	0	ModCharmCapacity										2	0
Weight_CapacityBase	416		1	16											102	20	1024	10	10	11	10									1							1	19	0	ModCharmCapacityBase										2	0
hitpoints_hidden	417		1	16											800	20		6	10	10	500			11			hitpoints										999	19		MercenaryOnly	MercenaryOnly										0
fireball_radius	418		1	16											102	20	1024	10	10	11	10									1							1	19	0	ModFireballRadius	ModFireballRadius									2	0
JB_Rare	419		1	16											102	20	1024	10	10	11	10									1							4	19	0	ModJBJewel											0
PB_Rejuv	420		1	16											102	20	1024	10	10	11	10									1							3	19	0	ModPBRejuv											0
KillBonus	421		1	16											800	20		6	10	10	500			11	0		maxhp																								0
KillBonus_Dummy	422														0	0																																			0
KillBonus_Display	423														0	0				1				2	0	KillBonus	KillBonus_Dummy										0	4	1	ModKillBonus	ModKillBonus										0
item_fasterattackrate_perstr	424	1	1	9											0	0		7	20	7	20			2	4	strength	item_fasterattackrate										142	19		ModStr4m	ModStr4m	playstr									0
item_tohit_perenr	425	1	1	9											0	0		7	20	7	20			2	4	energy	tohit										142	19		ModStr1h	ModStr1h	playenr									0
item_fasterattackrate_perenr	426	1	1	9											0	0		7	20	7	20			2	5	energy	item_fasterattackrate										142	19		ModStr4m	ModStr4m	playenr									0
buff_length_modifier	427		1	16											102	20	1024	10	10	11	10									1							2	19	0	ModBuffLengthModifier	ModBuffLengthModifier									2	0
skel_commander	428		1	6											102	20	1024	5	15	5	15									1							2	19	0	ModSkelCommander	ModSkelCommander									2	0
Weight_Dummy	429														0	0																																			0
Weight_Display	430														0	0				1				2	0	Weight_Tracker	Weight_Dummy										2	19	0	ModWeightDisplay	ModWeightDisplay									2	0
