name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	normcode	ubercode	ultracode	auto prefix	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
Ber Rune	1	100	63	0	35			27	1	0	1	87808		r30	r30	r30	r30	r30	r30		16	1	1	0	0	0	flprun	invrBer		0	xxx			0	rune		item_highrune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Jah Rune	1	100	65	0	39			28	1	0	1	94192		r31	r31	r31	r31	r31	r31		16	1	1	0	0	0	flprun	invrJo		0	xxx			0	rune		item_highrune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Cham Rune	1	100	67	0	43			29	1	0	1	100800		r32	r32	r32	r32	r32	r32		16	1	1	0	0	0	flprun	invrCham		0	xxx			0	rune		item_highrune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Zod Rune	1	100	69	0	50			30	1	0	1	107632		r33	r33	r33	r33	r33	r33		16	1	1	0	0	0	flprun	invrZod		0	xxx			0	rune		item_highrune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Jewel	0	100	1	1	0			8	1	0	1	800		jew	gpw	jew	jew	jew	jew	322	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	jewl		item_jewel	12	item_jewel	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Malah's Potion	0	100	0	0	0			999	0	0	1	8000		ice	scr	ice	ice	ice	ice		16	1	1	0	0	0	flpwps	invxyz		0	xxx			0	ques		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0	32	1	0	-1	-1											1	MalahsPotionDescription			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Scroll of Knowledge	0	100	0	0	0			0	1	0	1	80		0sc	rsc	0sc	0sc	0sc	0sc		16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	scro		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Scroll of Resistance	1	100	0	0	0			999	0	0	1	0		tr2	scr	tr2	tr2	tr2	tr2		16	2	2	0	0	0	flpscr	invscb		0	xxx			1	ques		item_scroll	10	item_scroll	1	0	5	0	0	0	0	0	0	0	32	1	0	-1	12											1	UseScrollOfResistance	UseScrollOfResistanceController		4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Terror	0	100	0	0	0			1	0	0	1	79999		pk1	key	pk1	pk1	pk1	pk1		16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Hate	0	100	0	0	0			1	0	0	1	79999		pk2	key	pk2	pk2	pk2	pk2		16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Destruction	0	100	0	0	0			1	0	0	1	79999		pk3	key	pk3	pk3	pk3	pk3		16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Diablo's Horn	0	100	0	0	0			1	0	0	1	64		dhn	fng	dhn	dhn	dhn	dhn		16	1	1	0	0	0	flpfang	invfang		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Baal's Eye	0	100	0	0	0			1	0	0	1	64		bey	eyz	bey	bey	bey	bey		16	1	1	0	0	0	flpeye	inveye		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Mephisto's Brain	0	100	0	0	0			1	0	0	1	64		mbr	brz	mbr	mbr	mbr	mbr		16	1	1	0	0	0	flpbrnz	invbrnz		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Token of Absolution	0	100	0	0	0			999	0	0	1	79999		toa	toa	toa	toa	toa	toa		16	1	1	0	0	0	flprun	invtoa		0	xxx			1	ques		item_amulet	14	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	13											1	UseTokenOfAbsolution	UseTokenOfAbsolutionController		8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Twisted Essence of Suffering	0	100	0	0	0			1	0	0	1	8000		tes	fng	tes	tes	tes	tes		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Charged Essense of Hatred	0	100	0	0	0			1	0	0	1	8000		ceh	eyz	ceh	ceh	ceh	ceh		16	1	1	0	0	0	flpgsy	invceh		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Burning Essence of Terror	0	100	0	0	0			1	0	0	1	8000		bet	fng	bet	bet	bet	bet		16	1	1	0	0	0	flpgsr	invbet		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Festering Essence of Destruction	0	100	0	0	0			1	0	0	1	8000		fed	brz	fed	fed	fed	fed		16	1	1	0	0	0	flpgsg	invfed		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Standard of Heroes	0	100	90	0	90			4	1	0	1	1600		std	flg	std	std	std	std		16	1	1	0	0	0	flpflag	invflag		0	xxx			0	crys		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1
Soul Fragment	0	100	0	0	0			1	1	0	1	0		S01	S01	S01	S01	S01	S01		16	1	1	0	0	0	flpmss	invmss		0	xxx			0	crys		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	CubeWithBeacon			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
GoldUp	0	100	1	0	1			1	1	0	1	1		Gu1	Gu1	Gu1	Gu1	Gu1	Gu1		16	1	1	0	0	0	flpbox	invrsc		0	xxx			1	ngld		item_gold	14	item_gold	0	0	5	0	0	0	0	0	0	0			0	-1	4					Unused304	((stat('goldbank'.accr)+(stat('level'.accr)*(100+stat('item_goldbonus'.accr))/100))>=2500000)?0:(stat('level'.accr)*(100+stat('item_goldbonus'.accr))/100)	goldbank	((stat('goldbank'.accr)+(stat('level'.accr)*(100+stat('item_goldbonus'.accr))/100))>=2500000)?0:(rand(stat('level'.accr),(stat('level'.accr)*2))*(100+stat('item_goldbonus'.accr))/100)			2	GoldUp				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
GoldUp	0	100	1	0	1			1	1	0	1	1		Gu2	Gu2	Gu1	Gu2	Gu2	Gu2		16	1	1	0	0	0	flpbox	invrsc		0	xxx			1	ngld		item_gold	14	item_gold	0	0	5	0	0	0	0	0	0	0			0	-1	4					Unused304	((stat('goldbank'.accr)+(stat('level'.accr)*(100+stat('item_goldbonus'.accr))/100))>=2500000)?0:((stat('level'.accr)*2)*(100+stat('item_goldbonus'.accr))/100)	goldbank	((stat('goldbank'.accr)+(stat('level'.accr)*(100+stat('item_goldbonus'.accr))/100))>=2500000)?0:(rand(stat('level'.accr),(stat('level'.accr)*4))*(100+stat('item_goldbonus'.accr))/100)			2	GoldUp				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
GoldUp	0	100	1	0	1			1	1	0	1	1		Gu3	Gu3	Gu1	Gu3	Gu3	Gu3		16	1	1	0	0	0	flpbox	invrsc		0	xxx			1	ngld		item_gold	14	item_gold	0	0	5	0	0	0	0	0	0	0			0	-1	4					Unused304	((stat('goldbank'.accr)+((stat('level'.accr)*4)*(100+stat('item_goldbonus'.accr))/100))>=2500000)?0:((stat('level'.accr)*5)*(100+stat('item_goldbonus'.accr))/100)	goldbank	((stat('goldbank'.accr)+((stat('level'.accr)*4)*(100+stat('item_goldbonus'.accr))/100))>=2500000)?0:(rand((stat('level'.accr)*4),(stat('level'.accr)*6))*(100+stat('item_goldbonus'.accr))/100)			2	GoldUp				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
GoldUp	0	100	1	0	1			1	1	0	1	1		Gu4	Gu4	Gu1	Gu4	Gu4	Gu4		16	1	1	0	0	0	flpbox	invrsc		0	xxx			1	ngld		item_gold	14	item_gold	0	0	5	0	0	0	0	0	0	0			0	-1	4					Unused304	((stat('goldbank'.accr)+((stat('level'.accr)*6)*(100+stat('item_goldbonus'.accr))/100))>=2500000)?0:((stat('level'.accr)*8)*(100+stat('item_goldbonus'.accr))/100)	goldbank	((stat('goldbank'.accr)+((stat('level'.accr)*6)*(100+stat('item_goldbonus'.accr))/100))>=2500000)?0:(rand((stat('level'.accr)*6),(stat('level'.accr)*10))*(100+stat('item_goldbonus'.accr))/100)			2	GoldUp				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
GoldUpBar	0	100	1	0	1			1	1	0	1	1		Gu5	Gu5	Gu1	Gu5	Gu5	Gu5		16	1	1	0	0	0	flpbox	invrsc		0	xxx			1	poti		item_gold	14	item_gold	0	0	5	0	0	0	0	0	0	0			0	-1	4					goldbank	(stat('goldbank'.accr)>=2000001)?0:500000					2	GoldUp				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ramaladni's Gift	0	100	1	0	0			1	1	0	1	1		Rgx	Rgx	Rgx	Rgx	Rgx	Rgx		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	RGFT		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	RamGift				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Sparking Crystal	0	100	1	0	1			1	0	0	1	0		Cr1	Cr1	Cr1	Cr1	Cr1	Cr1		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	crys		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	CrystalDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Burning Crystal	0	100	1	0	1			1	0	0	1	0		Cr2	Cr2	Cr2	Cr2	Cr2	Cr2		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	crys		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	CrystalDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Frigid Crystal	0	100	1	0	1			1	0	0	1	0		Cr3	Cr3	Cr3	Cr3	Cr3	Cr3		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	crys		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	CrystalDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Toxic Crystal	0	100	1	0	1			1	0	0	1	0		Cr4	Cr4	Cr4	Cr4	Cr4	Cr4		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	crys		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	CrystalDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Hardened Crystal	0	100	1	0	1			1	0	0	1	0		Cr5	Cr5	Cr5	Cr5	Cr5	Cr5		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	crys		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	CrystalDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Shining Crystal	0	100	1	0	1			1	0	0	1	0		Cr6	Cr6	Cr6	Cr6	Cr6	Cr6		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	crys		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	CrystalDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unique Core	0	100	1	0	1			1	0	0	1	0		UCR	UCR	UCR	UCR	UCR	UCR		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	ucor		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	UcoreDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Basic Blueprint	0	100	1	0	1			1	0	0	1	0		Bbp	Bbp	Bbp	Bbp	Bbp	Bbp		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	eqbp		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	BasicBPDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Exceptional Blueprint	0	100	1	0	1			1	0	0	1	0		Xbp	Xbp	Xbp	Xbp	Xbp	Xbp		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	eqbp		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ExcBPDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Elite Blueprint	0	100	1	0	1			1	0	0	1	0		Ebp	Ebp	Ebp	Ebp	Ebp	Ebp		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	eqbp		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	EliBPDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Mythos Log	0	100	14	0	0			8	0	0	1	800		y08	y08	y08	y08	y08	y08		16	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	mcha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1											2	KillTrackerDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Beacon	0	100	28	0	0			1	1	0	1	0		BoH	BoH	BoH	BoH	BoH	BoH		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	beac		item_jewel	12	item_jewel	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx						
TreasureChestArmo4	0	100	0	0	0			1	1	0	1	1		y09	y09	y09	y09	y09	y09	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestArmo3	0	100	0	0	0			1	1	0	1	1		y10	y10	y09	y10	y10	y10	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestArmo2	0	100	0	0	0			1	1	0	1	1		y11	y11	y09	y11	y11	y11	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestArmo1	0	100	0	0	0			1	1	0	1	1		y12	y12	y09	y12	y12	y12	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestWeap4	0	100	0	0	0			1	1	0	1	1		y13	y13	y09	y13	y13	y13	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestWeap3	0	100	0	0	0			1	1	0	1	1		y14	y14	y09	y14	y14	y14	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestWeap2	0	100	0	0	0			1	1	0	1	1		y15	y15	y09	y15	y15	y15	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestWeap1	0	100	0	0	0			1	1	0	1	1		y16	y16	y09	y16	y16	y16	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestRing4	0	100	0	0	0			1	1	0	1	1		y17	y17	y09	y17	y17	y17	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestRing3	0	100	0	0	0			1	1	0	1	1		y18	y18	y09	y18	y18	y18	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestRing2	0	100	0	0	0			1	1	0	1	1		y19	y19	y09	y19	y19	y19	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestRing1	0	100	0	0	0			1	1	0	1	1		y20	y20	y09	y20	y20	y20	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestAmul4	0	100	0	0	0			1	1	0	1	1		y21	y21	y09	y21	y21	y21	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestAmul3	0	100	0	0	0			1	1	0	1	1		y22	y22	y09	y22	y22	y22	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestAmul2	0	100	0	0	0			1	1	0	1	1		y23	y23	y09	y23	y23	y23	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestAmul1	0	100	0	0	0			1	1	0	1	1		y24	y24	y09	y24	y24	y24	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestBowq4	0	100	0	0	0			1	1	0	1	1		y25	y25	y09	y25	y25	y25	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestBowq3	0	100	0	0	0			1	1	0	1	1		y26	y26	y09	y26	y26	y26	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestBowq2	0	100	0	0	0			1	1	0	1	1		y27	y27	y09	y27	y27	y27	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestBowq1	0	100	0	0	0			1	1	0	1	1		y28	y28	y09	y28	y28	y28	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestRune4	0	100	0	0	0			1	1	0	1	1		y29	y29	y09	y29	y29	y29	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TreasureChestRune3	0	100	0	0	0			1	1	0	1	1		y30	y30	y09	y30	y30	y30	311	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	CHST		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ChestDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
